x,y,z,temperature
-4e-06,0,3.06667e-06,0.12425
-4e-06,0,3.09333e-06,0.123873
-4e-06,0,3.12e-06,0.123496
-4e-06,0,3.14667e-06,0.123118
-4e-06,0,3.17333e-06,0.122739
-4e-06,0,3.2e-06,0.12236
-4e-06,0,3.22667e-06,0.121981
-4e-06,0,3.25333e-06,0.121601
-4e-06,0,3.28e-06,0.121221
-4e-06,0,3.30667e-06,0.12084
-4e-06,0,3.33333e-06,0.12046
-4e-06,0,3.36e-06,0.120079
-4e-06,0,3.38667e-06,0.119698
-4e-06,0,3.41333e-06,0.119317
-4e-06,0,3.44e-06,0.118935
-4e-06,0,3.46667e-06,0.118554
-4e-06,0,3.49333e-06,0.118173
-4e-06,0,3.52e-06,0.117793
-4e-06,0,3.54667e-06,0.117412
-4e-06,0,3.57333e-06,0.117031
-4e-06,0,3.6e-06,0.116651
-4e-06,0,3.62667e-06,0.116271
-4e-06,0,3.65333e-06,0.115892
-4e-06,0,3.68e-06,0.115512
-4e-06,0,3.70667e-06,0.115133
-4e-06,0,3.73333e-06,0.114755
-4e-06,0,3.76e-06,0.114377
-4e-06,0,3.78667e-06,0.114
-4e-06,0,3.81333e-06,0.113623
-4e-06,0,3.84e-06,0.113247
-4e-06,0,3.86667e-06,0.112871
-4e-06,0,3.89333e-06,0.112496
-4e-06,0,3.92e-06,0.112122
-4e-06,0,3.94667e-06,0.111748
-4e-06,0,3.97333e-06,0.111376
-3.97333e-06,0,-4e-06,0.0903757
-3.97333e-06,0,-3.97333e-06,0.0906772
-3.97333e-06,0,-3.94667e-06,0.0909801
-3.97333e-06,0,-3.92e-06,0.0912845
-3.97333e-06,0,-3.89333e-06,0.0915903
-3.97333e-06,0,-3.86667e-06,0.0918976
-3.97333e-06,0,-3.84e-06,0.0922063
-3.97333e-06,0,-3.81333e-06,0.0925166
-3.97333e-06,0,-3.78667e-06,0.0928282
-3.97333e-06,0,-3.76e-06,0.0931414
-3.97333e-06,0,-3.73333e-06,0.093456
-3.97333e-06,0,-3.70667e-06,0.0937721
-3.97333e-06,0,-3.68e-06,0.0940896
-3.97333e-06,0,-3.65333e-06,0.0944087
-3.97333e-06,0,-3.62667e-06,0.0947292
-3.97333e-06,0,-3.6e-06,0.0950511
-3.97333e-06,0,-3.57333e-06,0.0953746
-3.97333e-06,0,-3.54667e-06,0.0956995
-3.97333e-06,0,-3.52e-06,0.0960259
-3.97333e-06,0,-3.49333e-06,0.0963538
-3.97333e-06,0,-3.46667e-06,0.0966831
-3.97333e-06,0,-3.44e-06,0.097014
-3.97333e-06,0,-3.41333e-06,0.0973463
-3.97333e-06,0,-3.38667e-06,0.09768
-3.97333e-06,0,-3.36e-06,0.0980153
-3.97333e-06,0,-3.33333e-06,0.098352
-3.97333e-06,0,-3.30667e-06,0.0986902
-3.97333e-06,0,-3.28e-06,0.0990298
-3.97333e-06,0,-3.25333e-06,0.0993709
-3.97333e-06,0,-3.22667e-06,0.0997135
-3.97333e-06,0,-3.2e-06,0.100057
-3.97333e-06,0,-3.17333e-06,0.100403
-3.97333e-06,0,-3.14667e-06,0.10075
-3.97333e-06,0,-3.12e-06,0.101098
-3.97333e-06,0,-3.09333e-06,0.101448
-3.97333e-06,0,-3.06667e-06,0.101799
-3.97333e-06,0,-3.04e-06,0.102152
-3.97333e-06,0,-3.01333e-06,0.102506
-3.97333e-06,0,-2.98667e-06,0.102861
-3.97333e-06,0,-2.96e-06,0.103218
-3.97333e-06,0,-2.93333e-06,0.103576
-3.97333e-06,0,-2.90667e-06,0.103936
-3.97333e-06,0,-2.88e-06,0.104297
-3.97333e-06,0,-2.85333e-06,0.104659
-3.97333e-06,0,-2.82667e-06,0.105023
-3.97333e-06,0,-2.8e-06,0.105387
-3.97333e-06,0,-2.77333e-06,0.105754
-3.97333e-06,0,-2.74667e-06,0.106121
-3.97333e-06,0,-2.72e-06,0.10649
-3.97333e-06,0,-2.69333e-06,0.10686
-3.97333e-06,0,-2.66667e-06,0.107232
-3.97333e-06,0,-2.64e-06,0.107604
-3.97333e-06,0,-2.61333e-06,0.107978
-3.97333e-06,0,-2.58667e-06,0.108353
-3.97333e-06,0,-2.56e-06,0.10873
-3.97333e-06,0,-2.53333e-06,0.109107
-3.97333e-06,0,-2.50667e-06,0.109486
-3.97333e-06,0,-2.48e-06,0.109866
-3.97333e-06,0,-2.45333e-06,0.110247
-3.97333e-06,0,-2.42667e-06,0.110628
-3.97333e-06,0,-2.4e-06,0.111011
-3.97333e-06,0,-2.37333e-06,0.111396
-3.97333e-06,0,-2.34667e-06,0.111781
-3.97333e-06,0,-2.32e-06,0.112167
-3.97333e-06,0,-2.29333e-06,0.112554
-3.97333e-06,0,-2.26667e-06,0.112942
-3.97333e-06,0,-2.24e-06,0.11333
-3.97333e-06,0,-2.21333e-06,0.11372
-3.97333e-06,0,-2.18667e-06,0.114111
-3.97333e-06,0,-2.16e-06,0.114502
-3.97333e-06,0,-2.13333e-06,0.114894
-3.97333e-06,0,-2.10667e-06,0.115287
-3.97333e-06,0,-2.08e-06,0.11568
-3.97333e-06,0,-2.05333e-06,0.116075
-3.97333e-06,0,-2.02667e-06,0.116469
-3.97333e-06,0,-2e-06,0.116865
-3.97333e-06,0,-1.97333e-06,0.117261
-3.97333e-06,0,-1.94667e-06,0.117657
-3.97333e-06,0,-1.92e-06,0.118054
-3.97333e-06,0,-1.89333e-06,0.118451
-3.97333e-06,0,-1.86667e-06,0.118849
-3.97333e-06,0,-1.84e-06,0.119246
-3.97333e-06,0,-1.81333e-06,0.119645
-3.97333e-06,0,-1.78667e-06,0.120043
-3.97333e-06,0,-1.76e-06,0.120441
-3.97333e-06,0,-1.73333e-06,0.12084
-3.97333e-06,0,-1.70667e-06,0.121238
-3.97333e-06,0,-1.68e-06,0.121637
-3.97333e-06,0,-1.65333e-06,0.122035
-3.97333e-06,0,-1.62667e-06,0.122433
-3.97333e-06,0,-1.6e-06,0.122831
-3.97333e-06,0,-1.57333e-06,0.123229
-3.97333e-06,0,-1.54667e-06,0.123626
-3.97333e-06,0,-1.52e-06,0.124023
-3.97333e-06,0,-1.49333e-06,0.12442
-3.97333e-06,0,-1.46667e-06,0.124816
-3.97333e-06,0,-1.44e-06,0.125211
-3.97333e-06,0,-1.41333e-06,0.125605
-3.97333e-06,0,-1.38667e-06,0.125999
-3.97333e-06,0,-1.36e-06,0.126392
-3.97333e-06,0,-1.33333e-06,0.126783
-3.97333e-06,0,-1.30667e-06,0.127174
-3.97333e-06,0,-1.28e-06,0.127564
-3.97333e-06,0,-1.25333e-06,0.127952
-3.97333e-06,0,-1.22667e-06,0.128339
-3.97333e-06,0,-1.2e-06,0.128725
-3.97333e-06,0,-1.17333e-06,0.129109
-3.97333e-06,0,-1.14667e-06,0.129492
-3.97333e-06,0,-1.12e-06,0.129873
-3.97333e-06,0,-1.09333e-06,0.130252
-3.97333e-06,0,-1.06667e-06,0.13063
-3.97333e-06,0,-1.04e-06,0.131005
-3.97333e-06,0,-1.01333e-06,0.131378
-3.97333e-06,0,-9.86667e-07,0.13175
-3.97333e-06,0,-9.6e-07,0.132118
-3.97333e-06,0,-9.33333e-07,0.132485
-3.97333e-06,0,-9.06667e-07,0.132849
-3.97333e-06,0,-8.8e-07,0.13321
-3.97333e-06,0,-8.53333e-07,0.133569
-3.97333e-06,0,-8.26667e-07,0.133925
-3.97333e-06,0,-8e-07,0.134278
-3.97333e-06,0,-7.73333e-07,0.134628
-3.97333e-06,0,-7.46667e-07,0.134974
-3.97333e-06,0,-7.2e-07,0.135318
-3.97333e-06,0,-6.93333e-07,0.135658
-3.97333e-06,0,-6.66667e-07,0.135995
-3.97333e-06,0,-6.4e-07,0.136328
-3.97333e-06,0,-6.13333e-07,0.136657
-3.97333e-06,0,-5.86667e-07,0.136982
-3.97333e-06,0,-5.6e-07,0.137304
-3.97333e-06,0,-5.33333e-07,0.137621
-3.97333e-06,0,-5.06667e-07,0.137934
-3.97333e-06,0,-4.8e-07,0.138243
-3.97333e-06,0,-4.53333e-07,0.138547
-3.97333e-06,0,-4.26667e-07,0.138847
-3.97333e-06,0,-4e-07,0.139143
-3.97333e-06,0,-3.73333e-07,0.139433
-3.97333e-06,0,-3.46667e-07,0.139719
-3.97333e-06,0,-3.2e-07,0.139999
-3.97333e-06,0,-2.93333e-07,0.140275
-3.97333e-06,0,-2.66667e-07,0.140545
-3.97333e-06,0,-2.4e-07,0.14081
-3.97333e-06,0,-2.13333e-07,0.141069
-3.97333e-06,0,-1.86667e-07,0.141323
-3.97333e-06,0,-1.6e-07,0.141571
-3.97333e-06,0,-1.33333e-07,0.141813
-3.97333e-06,0,-1.06667e-07,0.14205
-3.97333e-06,0,-8e-08,0.142281
-3.97333e-06,0,-5.33333e-08,0.142505
-3.97333e-06,0,-2.66667e-08,0.142723
-3.97333e-06,0,-1.38966e-21,0.142936
-3.97333e-06,0,2.66667e-08,0.143141
-3.97333e-06,0,5.33333e-08,0.143341
-3.97333e-06,0,8e-08,0.143533
-3.97333e-06,0,1.06667e-07,0.143719
-3.97333e-06,0,1.33333e-07,0.143899
-3.97333e-06,0,1.6e-07,0.144072
-3.97333e-06,0,1.86667e-07,0.144237
-3.97333e-06,0,2.13333e-07,0.144396
-3.97333e-06,0,2.4e-07,0.144548
-3.97333e-06,0,2.66667e-07,0.144693
-3.97333e-06,0,2.93333e-07,0.144831
-3.97333e-06,0,3.2e-07,0.144961
-3.97333e-06,0,3.46667e-07,0.145085
-3.97333e-06,0,3.73333e-07,0.145201
-3.97333e-06,0,4e-07,0.14531
-3.97333e-06,0,4.26667e-07,0.145411
-3.97333e-06,0,4.53333e-07,0.145505
-3.97333e-06,0,4.8e-07,0.145591
-3.97333e-06,0,5.06667e-07,0.14567
-3.97333e-06,0,5.33333e-07,0.145742
-3.97333e-06,0,5.6e-07,0.145806
-3.97333e-06,0,5.86667e-07,0.145862
-3.97333e-06,0,6.13333e-07,0.145911
-3.97333e-06,0,6.4e-07,0.145953
-3.97333e-06,0,6.66667e-07,0.145986
-3.97333e-06,0,6.93333e-07,0.146012
-3.97333e-06,0,7.2e-07,0.146031
-3.97333e-06,0,7.46667e-07,0.146042
-3.97333e-06,0,7.73333e-07,0.146045
-3.97333e-06,0,8e-07,0.146041
-3.97333e-06,0,8.26667e-07,0.146029
-3.97333e-06,0,8.53333e-07,0.14601
-3.97333e-06,0,8.8e-07,0.145983
-3.97333e-06,0,9.06667e-07,0.145948
-3.97333e-06,0,9.33333e-07,0.145906
-3.97333e-06,0,9.6e-07,0.145857
-3.97333e-06,0,9.86667e-07,0.1458
-3.97333e-06,0,1.01333e-06,0.145736
-3.97333e-06,0,1.04e-06,0.145665
-3.97333e-06,0,1.06667e-06,0.145586
-3.97333e-06,0,1.09333e-06,0.1455
-3.97333e-06,0,1.12e-06,0.145407
-3.97333e-06,0,1.14667e-06,0.145306
-3.97333e-06,0,1.17333e-06,0.145199
-3.97333e-06,0,1.2e-06,0.145085
-3.97333e-06,0,1.22667e-06,0.144963
-3.97333e-06,0,1.25333e-06,0.144835
-3.97333e-06,0,1.28e-06,0.1447
-3.97333e-06,0,1.30667e-06,0.144559
-3.97333e-06,0,1.33333e-06,0.14441
-3.97333e-06,0,1.36e-06,0.144255
-3.97333e-06,0,1.38667e-06,0.144094
-3.97333e-06,0,1.41333e-06,0.143926
-3.97333e-06,0,1.44e-06,0.143751
-3.97333e-06,0,1.46667e-06,0.143571
-3.97333e-06,0,1.49333e-06,0.143384
-3.97333e-06,0,1.52e-06,0.143191
-3.97333e-06,0,1.54667e-06,0.142992
-3.97333e-06,0,1.57333e-06,0.142788
-3.97333e-06,0,1.6e-06,0.142577
-3.97333e-06,0,1.62667e-06,0.142361
-3.97333e-06,0,1.65333e-06,0.142139
-3.97333e-06,0,1.68e-06,0.141911
-3.97333e-06,0,1.70667e-06,0.141678
-3.97333e-06,0,1.73333e-06,0.14144
-3.97333e-06,0,1.76e-06,0.141197
-3.97333e-06,0,1.78667e-06,0.140948
-3.97333e-06,0,1.81333e-06,0.140694
-3.97333e-06,0,1.84e-06,0.140436
-3.97333e-06,0,1.86667e-06,0.140172
-3.97333e-06,0,1.89333e-06,0.139904
-3.97333e-06,0,1.92e-06,0.139631
-3.97333e-06,0,1.94667e-06,0.139354
-3.97333e-06,0,1.97333e-06,0.139072
-3.97333e-06,0,2e-06,0.138786
-3.97333e-06,0,2.02667e-06,0.138495
-3.97333e-06,0,2.05333e-06,0.138201
-3.97333e-06,0,2.08e-06,0.137902
-3.97333e-06,0,2.10667e-06,0.1376
-3.97333e-06,0,2.13333e-06,0.137294
-3.97333e-06,0,2.16e-06,0.136984
-3.97333e-06,0,2.18667e-06,0.13667
-3.97333e-06,0,2.21333e-06,0.136353
-3.97333e-06,0,2.24e-06,0.136032
-3.97333e-06,0,2.26667e-06,0.135708
-3.97333e-06,0,2.29333e-06,0.135381
-3.97333e-06,0,2.32e-06,0.135051
-3.97333e-06,0,2.34667e-06,0.134718
-3.97333e-06,0,2.37333e-06,0.134382
-3.97333e-06,0,2.4e-06,0.134043
-3.97333e-06,0,2.42667e-06,0.133701
-3.97333e-06,0,2.45333e-06,0.133356
-3.97333e-06,0,2.48e-06,0.13301
-3.97333e-06,0,2.50667e-06,0.13266
-3.97333e-06,0,2.53333e-06,0.132308
-3.97333e-06,0,2.56e-06,0.131954
-3.97333e-06,0,2.58667e-06,0.131598
-3.97333e-06,0,2.61333e-06,0.13124
-3.97333e-06,0,2.64e-06,0.130879
-3.97333e-06,0,2.66667e-06,0.130517
-3.97333e-06,0,2.69333e-06,0.130153
-3.97333e-06,0,2.72e-06,0.129787
-3.97333e-06,0,2.74667e-06,0.12942
-3.97333e-06,0,2.77333e-06,0.12905
-3.97333e-06,0,2.8e-06,0.12868
-3.97333e-06,0,2.82667e-06,0.128308
-3.97333e-06,0,2.85333e-06,0.127934
-3.97333e-06,0,2.88e-06,0.127559
-3.97333e-06,0,2.90667e-06,0.127183
-3.97333e-06,0,2.93333e-06,0.126806
-3.97333e-06,0,2.96e-06,0.126428
-3.97333e-06,0,2.98667e-06,0.126049
-3.97333e-06,0,3.01333e-06,0.125669
-3.97333e-06,0,3.04e-06,0.125288
-3.97333e-06,0,3.06667e-06,0.124906
-3.97333e-06,0,3.09333e-06,0.124524
-3.97333e-06,0,3.12e-06,0.124141
-3.97333e-06,0,3.14667e-06,0.123757
-3.97333e-06,0,3.17333e-06,0.123373
-3.97333e-06,0,3.2e-06,0.122988
-3.97333e-06,0,3.22667e-06,0.122603
-3.97333e-06,0,3.25333e-06,0.122217
-3.97333e-06,0,3.28e-06,0.121831
-3.97333e-06,0,3.30667e-06,0.121445
-3.97333e-06,0,3.33333e-06,0.121059
-3.97333e-06,0,3.36e-06,0.120673
-3.97333e-06,0,3.38667e-06,0.120286
-3.97333e-06,0,3.41333e-06,0.1199
-3.97333e-06,0,3.44e-06,0.119513
-3.97333e-06,0,3.46667e-06,0.119127
-3.97333e-06,0,3.49333e-06,0.118741
-3.97333e-06,0,3.52e-06,0.118355
-3.97333e-06,0,3.54667e-06,0.117969
-3.97333e-06,0,3.57333e-06,0.117583
-3.97333e-06,0,3.6e-06,0.117198
-3.97333e-06,0,3.62667e-06,0.116812
-3.97333e-06,0,3.65333e-06,0.116428
-3.97333e-06,0,3.68e-06,0.116044
-3.97333e-06,0,3.70667e-06,0.11566
-3.97333e-06,0,3.73333e-06,0.115276
-3.97333e-06,0,3.76e-06,0.114894
-3.97333e-06,0,3.78667e-06,0.114511
-3.97333e-06,0,3.81333e-06,0.11413
-3.97333e-06,0,3.84e-06,0.113749
-3.97333e-06,0,3.86667e-06,0.113368
-3.97333e-06,0,3.89333e-06,0.112989
-3.97333e-06,0,3.92e-06,0.11261
-3.97333e-06,0,3.94667e-06,0.112232
-3.97333e-06,0,3.97333e-06,0.111854
-3.94667e-06,0,-4e-06,0.0906358
-3.94667e-06,0,-3.97333e-06,0.0909397
-3.94667e-06,0,-3.94667e-06,0.0912451
-3.94667e-06,0,-3.92e-06,0.0915519
-3.94667e-06,0,-3.89333e-06,0.0918602
-3.94667e-06,0,-3.86667e-06,0.09217
-3.94667e-06,0,-3.84e-06,0.0924813
-3.94667e-06,0,-3.81333e-06,0.0927941
-3.94667e-06,0,-3.78667e-06,0.0931084
-3.94667e-06,0,-3.76e-06,0.0934241
-3.94667e-06,0,-3.73333e-06,0.0937414
-3.94667e-06,0,-3.70667e-06,0.0940602
-3.94667e-06,0,-3.68e-06,0.0943805
