x,y,z,temperature
-3.76e-06,0,3.70667e-06,0.119971
-3.76e-06,0,3.73333e-06,0.119545
-3.76e-06,0,3.76e-06,0.119121
-3.76e-06,0,3.78667e-06,0.118697
-3.76e-06,0,3.81333e-06,0.118274
-3.76e-06,0,3.84e-06,0.117853
-3.76e-06,0,3.86667e-06,0.117432
-3.76e-06,0,3.89333e-06,0.117012
-3.76e-06,0,3.92e-06,0.116594
-3.76e-06,0,3.94667e-06,0.116176
-3.76e-06,0,3.97333e-06,0.11576
-3.73333e-06,0,-4e-06,0.0927166
-3.73333e-06,0,-3.97333e-06,0.0930401
-3.73333e-06,0,-3.94667e-06,0.0933653
-3.73333e-06,0,-3.92e-06,0.0936922
-3.73333e-06,0,-3.89333e-06,0.0940208
-3.73333e-06,0,-3.86667e-06,0.0943512
-3.73333e-06,0,-3.84e-06,0.0946833
-3.73333e-06,0,-3.81333e-06,0.0950171
-3.73333e-06,0,-3.78667e-06,0.0953526
-3.73333e-06,0,-3.76e-06,0.09569
-3.73333e-06,0,-3.73333e-06,0.096029
-3.73333e-06,0,-3.70667e-06,0.0963699
-3.73333e-06,0,-3.68e-06,0.0967125
-3.73333e-06,0,-3.65333e-06,0.0970568
-3.73333e-06,0,-3.62667e-06,0.097403
-3.73333e-06,0,-3.6e-06,0.0977509
-3.73333e-06,0,-3.57333e-06,0.0981006
-3.73333e-06,0,-3.54667e-06,0.0984521
-3.73333e-06,0,-3.52e-06,0.0988053
-3.73333e-06,0,-3.49333e-06,0.0991604
-3.73333e-06,0,-3.46667e-06,0.0995173
-3.73333e-06,0,-3.44e-06,0.099876
-3.73333e-06,0,-3.41333e-06,0.100236
-3.73333e-06,0,-3.38667e-06,0.100599
-3.73333e-06,0,-3.36e-06,0.100963
-3.73333e-06,0,-3.33333e-06,0.101329
-3.73333e-06,0,-3.30667e-06,0.101696
-3.73333e-06,0,-3.28e-06,0.102066
-3.73333e-06,0,-3.25333e-06,0.102437
-3.73333e-06,0,-3.22667e-06,0.10281
-3.73333e-06,0,-3.2e-06,0.103185
-3.73333e-06,0,-3.17333e-06,0.103562
-3.73333e-06,0,-3.14667e-06,0.103941
-3.73333e-06,0,-3.12e-06,0.104321
-3.73333e-06,0,-3.09333e-06,0.104703
-3.73333e-06,0,-3.06667e-06,0.105087
-3.73333e-06,0,-3.04e-06,0.105473
-3.73333e-06,0,-3.01333e-06,0.105861
-3.73333e-06,0,-2.98667e-06,0.10625
-3.73333e-06,0,-2.96e-06,0.106642
-3.73333e-06,0,-2.93333e-06,0.107035
-3.73333e-06,0,-2.90667e-06,0.107429
-3.73333e-06,0,-2.88e-06,0.107826
-3.73333e-06,0,-2.85333e-06,0.108224
-3.73333e-06,0,-2.82667e-06,0.108624
-3.73333e-06,0,-2.8e-06,0.109026
-3.73333e-06,0,-2.77333e-06,0.10943
-3.73333e-06,0,-2.74667e-06,0.109835
-3.73333e-06,0,-2.72e-06,0.110242
-3.73333e-06,0,-2.69333e-06,0.110651
-3.73333e-06,0,-2.66667e-06,0.111062
-3.73333e-06,0,-2.64e-06,0.111474
-3.73333e-06,0,-2.61333e-06,0.111888
-3.73333e-06,0,-2.58667e-06,0.112303
-3.73333e-06,0,-2.56e-06,0.11272
-3.73333e-06,0,-2.53333e-06,0.113139
-3.73333e-06,0,-2.50667e-06,0.11356
-3.73333e-06,0,-2.48e-06,0.113982
-3.73333e-06,0,-2.45333e-06,0.114405
-3.73333e-06,0,-2.42667e-06,0.11483
-3.73333e-06,0,-2.4e-06,0.115257
-3.73333e-06,0,-2.37333e-06,0.115685
-3.73333e-06,0,-2.34667e-06,0.116115
-3.73333e-06,0,-2.32e-06,0.116546
-3.73333e-06,0,-2.29333e-06,0.116979
-3.73333e-06,0,-2.26667e-06,0.117413
-3.73333e-06,0,-2.24e-06,0.117848
-3.73333e-06,0,-2.21333e-06,0.118285
-3.73333e-06,0,-2.18667e-06,0.118723
-3.73333e-06,0,-2.16e-06,0.119163
-3.73333e-06,0,-2.13333e-06,0.119603
-3.73333e-06,0,-2.10667e-06,0.120045
-3.73333e-06,0,-2.08e-06,0.120489
-3.73333e-06,0,-2.05333e-06,0.120933
-3.73333e-06,0,-2.02667e-06,0.121378
-3.73333e-06,0,-2e-06,0.121825
-3.73333e-06,0,-1.97333e-06,0.122272
-3.73333e-06,0,-1.94667e-06,0.122721
-3.73333e-06,0,-1.92e-06,0.12317
-3.73333e-06,0,-1.89333e-06,0.12362
-3.73333e-06,0,-1.86667e-06,0.124071
-3.73333e-06,0,-1.84e-06,0.124523
-3.73333e-06,0,-1.81333e-06,0.124976
-3.73333e-06,0,-1.78667e-06,0.125429
-3.73333e-06,0,-1.76e-06,0.125883
-3.73333e-06,0,-1.73333e-06,0.126338
-3.73333e-06,0,-1.70667e-06,0.126793
-3.73333e-06,0,-1.68e-06,0.127248
-3.73333e-06,0,-1.65333e-06,0.127704
-3.73333e-06,0,-1.62667e-06,0.12816
-3.73333e-06,0,-1.6e-06,0.128616
-3.73333e-06,0,-1.57333e-06,0.129072
-3.73333e-06,0,-1.54667e-06,0.129529
-3.73333e-06,0,-1.52e-06,0.129985
-3.73333e-06,0,-1.49333e-06,0.130442
-3.73333e-06,0,-1.46667e-06,0.130898
-3.73333e-06,0,-1.44e-06,0.131354
-3.73333e-06,0,-1.41333e-06,0.13181
-3.73333e-06,0,-1.38667e-06,0.132265
-3.73333e-06,0,-1.36e-06,0.13272
-3.73333e-06,0,-1.33333e-06,0.133174
-3.73333e-06,0,-1.30667e-06,0.133627
-3.73333e-06,0,-1.28e-06,0.13408
-3.73333e-06,0,-1.25333e-06,0.134531
-3.73333e-06,0,-1.22667e-06,0.134982
-3.73333e-06,0,-1.2e-06,0.135431
-3.73333e-06,0,-1.17333e-06,0.135879
-3.73333e-06,0,-1.14667e-06,0.136326
-3.73333e-06,0,-1.12e-06,0.136772
-3.73333e-06,0,-1.09333e-06,0.137216
-3.73333e-06,0,-1.06667e-06,0.137658
-3.73333e-06,0,-1.04e-06,0.138098
-3.73333e-06,0,-1.01333e-06,0.138536
-3.73333e-06,0,-9.86667e-07,0.138973
-3.73333e-06,0,-9.6e-07,0.139407
-3.73333e-06,0,-9.33333e-07,0.139838
-3.73333e-06,0,-9.06667e-07,0.140267
-3.73333e-06,0,-8.8e-07,0.140694
-3.73333e-06,0,-8.53333e-07,0.141118
-3.73333e-06,0,-8.26667e-07,0.141539
-3.73333e-06,0,-8e-07,0.141957
-3.73333e-06,0,-7.73333e-07,0.142371
-3.73333e-06,0,-7.46667e-07,0.142783
-3.73333e-06,0,-7.2e-07,0.143191
-3.73333e-06,0,-6.93333e-07,0.143595
-3.73333e-06,0,-6.66667e-07,0.143996
-3.73333e-06,0,-6.4e-07,0.144392
-3.73333e-06,0,-6.13333e-07,0.144785
-3.73333e-06,0,-5.86667e-07,0.145173
-3.73333e-06,0,-5.6e-07,0.145557
-3.73333e-06,0,-5.33333e-07,0.145936
-3.73333e-06,0,-5.06667e-07,0.146311
-3.73333e-06,0,-4.8e-07,0.146681
-3.73333e-06,0,-4.53333e-07,0.147046
-3.73333e-06,0,-4.26667e-07,0.147406
-3.73333e-06,0,-4e-07,0.14776
-3.73333e-06,0,-3.73333e-07,0.148109
-3.73333e-06,0,-3.46667e-07,0.148452
-3.73333e-06,0,-3.2e-07,0.14879
-3.73333e-06,0,-2.93333e-07,0.149121
-3.73333e-06,0,-2.66667e-07,0.149447
-3.73333e-06,0,-2.4e-07,0.149766
-3.73333e-06,0,-2.13333e-07,0.150079
-3.73333e-06,0,-1.86667e-07,0.150385
-3.73333e-06,0,-1.6e-07,0.150685
-3.73333e-06,0,-1.33333e-07,0.150978
-3.73333e-06,0,-1.06667e-07,0.151264
-3.73333e-06,0,-8e-08,0.151543
-3.73333e-06,0,-5.33333e-08,0.151814
-3.73333e-06,0,-2.66667e-08,0.152078
-3.73333e-06,0,-1.38966e-21,0.152335
-3.73333e-06,0,2.66667e-08,0.152584
-3.73333e-06,0,5.33333e-08,0.152826
-3.73333e-06,0,8e-08,0.153059
-3.73333e-06,0,1.06667e-07,0.153285
-3.73333e-06,0,1.33333e-07,0.153502
-3.73333e-06,0,1.6e-07,0.153712
-3.73333e-06,0,1.86667e-07,0.153913
-3.73333e-06,0,2.13333e-07,0.154105
-3.73333e-06,0,2.4e-07,0.154289
-3.73333e-06,0,2.66667e-07,0.154465
-3.73333e-06,0,2.93333e-07,0.154632
-3.73333e-06,0,3.2e-07,0.15479
-3.73333e-06,0,3.46667e-07,0.154939
-3.73333e-06,0,3.73333e-07,0.15508
-3.73333e-06,0,4e-07,0.155211
-3.73333e-06,0,4.26667e-07,0.155334
-3.73333e-06,0,4.53333e-07,0.155447
-3.73333e-06,0,4.8e-07,0.155551
-3.73333e-06,0,5.06667e-07,0.155646
-3.73333e-06,0,5.33333e-07,0.155732
-3.73333e-06,0,5.6e-07,0.155809
-3.73333e-06,0,5.86667e-07,0.155877
-3.73333e-06,0,6.13333e-07,0.155935
-3.73333e-06,0,6.4e-07,0.155984
-3.73333e-06,0,6.66667e-07,0.156023
-3.73333e-06,0,6.93333e-07,0.156053
-3.73333e-06,0,7.2e-07,0.156074
-3.73333e-06,0,7.46667e-07,0.156086
-3.73333e-06,0,7.73333e-07,0.156089
-3.73333e-06,0,8e-07,0.156082
-3.73333e-06,0,8.26667e-07,0.156065
-3.73333e-06,0,8.53333e-07,0.15604
-3.73333e-06,0,8.8e-07,0.156006
-3.73333e-06,0,9.06667e-07,0.155962
-3.73333e-06,0,9.33333e-07,0.155909
-3.73333e-06,0,9.6e-07,0.155847
-3.73333e-06,0,9.86667e-07,0.155776
-3.73333e-06,0,1.01333e-06,0.155696
-3.73333e-06,0,1.04e-06,0.155607
-3.73333e-06,0,1.06667e-06,0.15551
-3.73333e-06,0,1.09333e-06,0.155403
-3.73333e-06,0,1.12e-06,0.155288
-3.73333e-06,0,1.14667e-06,0.155164
-3.73333e-06,0,1.17333e-06,0.155032
-3.73333e-06,0,1.2e-06,0.154891
-3.73333e-06,0,1.22667e-06,0.154742
-3.73333e-06,0,1.25333e-06,0.154585
-3.73333e-06,0,1.28e-06,0.154419
-3.73333e-06,0,1.30667e-06,0.154246
-3.73333e-06,0,1.33333e-06,0.154064
-3.73333e-06,0,1.36e-06,0.153875
-3.73333e-06,0,1.38667e-06,0.153677
-3.73333e-06,0,1.41333e-06,0.153473
-3.73333e-06,0,1.44e-06,0.15326
-3.73333e-06,0,1.46667e-06,0.15304
-3.73333e-06,0,1.49333e-06,0.152813
-3.73333e-06,0,1.52e-06,0.152579
-3.73333e-06,0,1.54667e-06,0.152337
-3.73333e-06,0,1.57333e-06,0.152089
-3.73333e-06,0,1.6e-06,0.151834
-3.73333e-06,0,1.62667e-06,0.151572
-3.73333e-06,0,1.65333e-06,0.151303
-3.73333e-06,0,1.68e-06,0.151029
-3.73333e-06,0,1.70667e-06,0.150747
-3.73333e-06,0,1.73333e-06,0.15046
-3.73333e-06,0,1.76e-06,0.150167
-3.73333e-06,0,1.78667e-06,0.149867
-3.73333e-06,0,1.81333e-06,0.149562
-3.73333e-06,0,1.84e-06,0.149251
-3.73333e-06,0,1.86667e-06,0.148935
-3.73333e-06,0,1.89333e-06,0.148613
-3.73333e-06,0,1.92e-06,0.148286
-3.73333e-06,0,1.94667e-06,0.147954
-3.73333e-06,0,1.97333e-06,0.147617
-3.73333e-06,0,2e-06,0.147275
-3.73333e-06,0,2.02667e-06,0.146929
-3.73333e-06,0,2.05333e-06,0.146578
-3.73333e-06,0,2.08e-06,0.146222
-3.73333e-06,0,2.10667e-06,0.145862
-3.73333e-06,0,2.13333e-06,0.145498
-3.73333e-06,0,2.16e-06,0.14513
-3.73333e-06,0,2.18667e-06,0.144757
-3.73333e-06,0,2.21333e-06,0.144381
-3.73333e-06,0,2.24e-06,0.144002
-3.73333e-06,0,2.26667e-06,0.143619
-3.73333e-06,0,2.29333e-06,0.143232
-3.73333e-06,0,2.32e-06,0.142842
-3.73333e-06,0,2.34667e-06,0.142449
-3.73333e-06,0,2.37333e-06,0.142053
-3.73333e-06,0,2.4e-06,0.141653
-3.73333e-06,0,2.42667e-06,0.141251
-3.73333e-06,0,2.45333e-06,0.140847
-3.73333e-06,0,2.48e-06,0.140439
-3.73333e-06,0,2.50667e-06,0.14003
-3.73333e-06,0,2.53333e-06,0.139617
-3.73333e-06,0,2.56e-06,0.139203
-3.73333e-06,0,2.58667e-06,0.138786
-3.73333e-06,0,2.61333e-06,0.138368
-3.73333e-06,0,2.64e-06,0.137947
-3.73333e-06,0,2.66667e-06,0.137525
-3.73333e-06,0,2.69333e-06,0.137101
-3.73333e-06,0,2.72e-06,0.136675
-3.73333e-06,0,2.74667e-06,0.136248
-3.73333e-06,0,2.77333e-06,0.135819
-3.73333e-06,0,2.8e-06,0.135389
-3.73333e-06,0,2.82667e-06,0.134957
-3.73333e-06,0,2.85333e-06,0.134525
-3.73333e-06,0,2.88e-06,0.134091
-3.73333e-06,0,2.90667e-06,0.133656
-3.73333e-06,0,2.93333e-06,0.133221
-3.73333e-06,0,2.96e-06,0.132785
-3.73333e-06,0,2.98667e-06,0.132348
-3.73333e-06,0,3.01333e-06,0.13191
-3.73333e-06,0,3.04e-06,0.131471
-3.73333e-06,0,3.06667e-06,0.131033
-3.73333e-06,0,3.09333e-06,0.130593
-3.73333e-06,0,3.12e-06,0.130154
-3.73333e-06,0,3.14667e-06,0.129714
-3.73333e-06,0,3.17333e-06,0.129274
-3.73333e-06,0,3.2e-06,0.128834
-3.73333e-06,0,3.22667e-06,0.128393
-3.73333e-06,0,3.25333e-06,0.127953
-3.73333e-06,0,3.28e-06,0.127513
-3.73333e-06,0,3.30667e-06,0.127073
-3.73333e-06,0,3.33333e-06,0.126633
-3.73333e-06,0,3.36e-06,0.126193
-3.73333e-06,0,3.38667e-06,0.125754
-3.73333e-06,0,3.41333e-06,0.125315
-3.73333e-06,0,3.44e-06,0.124876
-3.73333e-06,0,3.46667e-06,0.124438
-3.73333e-06,0,3.49333e-06,0.124
-3.73333e-06,0,3.52e-06,0.123563
-3.73333e-06,0,3.54667e-06,0.123126
-3.73333e-06,0,3.57333e-06,0.12269
-3.73333e-06,0,3.6e-06,0.122255
-3.73333e-06,0,3.62667e-06,0.121821
-3.73333e-06,0,3.65333e-06,0.121387
-3.73333e-06,0,3.68e-06,0.120954
-3.73333e-06,0,3.70667e-06,0.120522
-3.73333e-06,0,3.73333e-06,0.120091
-3.73333e-06,0,3.76e-06,0.119661
-3.73333e-06,0,3.78667e-06,0.119232
-3.73333e-06,0,3.81333e-06,0.118804
-3.73333e-06,0,3.84e-06,0.118377
-3.73333e-06,0,3.86667e-06,0.117951
-3.73333e-06,0,3.89333e-06,0.117526
-3.73333e-06,0,3.92e-06,0.117102
-3.73333e-06,0,3.94667e-06,0.116679
-3.73333e-06,0,3.97333e-06,0.116258
-3.70667e-06,0,-4e-06,0.0929763
-3.70667e-06,0,-3.97333e-06,0.0933023
-3.70667e-06,0,-3.94667e-06,0.09363
-3.70667e-06,0,-3.92e-06,0.0939595
-3.70667e-06,0,-3.89333e-06,0.0942907
-3.70667e-06,0,-3.86667e-06,0.0946237
-3.70667e-06,0,-3.84e-06,0.0949585
-3.70667e-06,0,-3.81333e-06,0.095295
-3.70667e-06,0,-3.78667e-06,0.0956333
-3.70667e-06,0,-3.76e-06,0.0959733
-3.70667e-06,0,-3.73333e-06,0.0963152
-3.70667e-06,0,-3.70667e-06,0.0966589
-3.70667e-06,0,-3.68e-06,0.0970043
-3.70667e-06,0,-3.65333e-06,0.0973516
-3.70667e-06,0,-3.62667e-06,0.0977006
-3.70667e-06,0,-3.6e-06,0.0980515
-3.70667e-06,0,-3.57333e-06,0.0984042
-3.70667e-06,0,-3.54667e-06,0.0987588
-3.70667e-06,0,-3.52e-06,0.0991151
-3.70667e-06,0,-3.49333e-06,0.0994733
-3.70667e-06,0,-3.46667e-06,0.0998333
-3.70667e-06,0,-3.44e-06,0.100195
-3.70667e-06,0,-3.41333e-06,0.100559
-3.70667e-06,0,-3.38667e-06,0.100924
-3.70667e-06,0,-3.36e-06,0.101292
-3.70667e-06,0,-3.33333e-06,0.101661
-3.70667e-06,0,-3.30667e-06,0.102032
-3.70667e-06,0,-3.28e-06,0.102405
-3.70667e-06,0,-3.25333e-06,0.10278
-3.70667e-06,0,-3.22667e-06,0.103157
-3.70667e-06,0,-3.2e-06,0.103535
-3.70667e-06,0,-3.17333e-06,0.103916
-3.70667e-06,0,-3.14667e-06,0.104298
-3.70667e-06,0,-3.12e-06,0.104682
-3.70667e-06,0,-3.09333e-06,0.105068
-3.70667e-06,0,-3.06667e-06,0.105456
-3.70667e-06,0,-3.04e-06,0.105845
-3.70667e-06,0,-3.01333e-06,0.106237
-3.70667e-06,0,-2.98667e-06,0.10663
-3.70667e-06,0,-2.96e-06,0.107025
-3.70667e-06,0,-2.93333e-06,0.107423
-3.70667e-06,0,-2.90667e-06,0.107821
-3.70667e-06,0,-2.88e-06,0.108222
-3.70667e-06,0,-2.85333e-06,0.108625
-3.70667e-06,0,-2.82667e-06,0.109029
-3.70667e-06,0,-2.8e-06,0.109435
-3.70667e-06,0,-2.77333e-06,0.109843
-3.70667e-06,0,-2.74667e-06,0.110253
-3.70667e-06,0,-2.72e-06,0.110664
-3.70667e-06,0,-2.69333e-06,0.111078
-3.70667e-06,0,-2.66667e-06,0.111493
-3.70667e-06,0,-2.64e-06,0.111909
-3.70667e-06,0,-2.61333e-06,0.112328
-3.70667e-06,0,-2.58667e-06,0.112748
-3.70667e-06,0,-2.56e-06,0.11317
-3.70667e-06,0,-2.53333e-06,0.113594
-3.70667e-06,0,-2.50667e-06,0.114019
-3.70667e-06,0,-2.48e-06,0.114446
-3.70667e-06,0,-2.45333e-06,0.114875
-3.70667e-06,0,-2.42667e-06,0.115305
-3.70667e-06,0,-2.4e-06,0.115737
-3.70667e-06,0,-2.37333e-06,0.11617
-3.70667e-06,0,-2.34667e-06,0.116605
-3.70667e-06,0,-2.32e-06,0.117042
-3.70667e-06,0,-2.29333e-06,0.11748
-3.70667e-06,0,-2.26667e-06,0.117919
-3.70667e-06,0,-2.24e-06,0.11836
-3.70667e-06,0,-2.21333e-06,0.118803
-3.70667e-06,0,-2.18667e-06,0.119246
-3.70667e-06,0,-2.16e-06,0.119692
-3.70667e-06,0,-2.13333e-06,0.120138
-3.70667e-06,0,-2.10667e-06,0.120586
-3.70667e-06,0,-2.08e-06,0.121035
-3.70667e-06,0,-2.05333e-06,0.121485
-3.70667e-06,0,-2.02667e-06,0.121936
-3.70667e-06,0,-2e-06,0.122389
-3.70667e-06,0,-1.97333e-06,0.122842
-3.70667e-06,0,-1.94667e-06,0.123297
-3.70667e-06,0,-1.92e-06,0.123753
-3.70667e-06,0,-1.89333e-06,0.124209
-3.70667e-06,0,-1.86667e-06,0.124667
-3.70667e-06,0,-1.84e-06,0.125125
-3.70667e-06,0,-1.81333e-06,0.125584
-3.70667e-06,0,-1.78667e-06,0.126044
-3.70667e-06,0,-1.76e-06,0.126505
-3.70667e-06,0,-1.73333e-06,0.126966
-3.70667e-06,0,-1.70667e-06,0.127428
-3.70667e-06,0,-1.68e-06,0.12789
-3.70667e-06,0,-1.65333e-06,0.128353
-3.70667e-06,0,-1.62667e-06,0.128816
-3.70667e-06,0,-1.6e-06,0.129279
-3.70667e-06,0,-1.57333e-06,0.129743
-3.70667e-06,0,-1.54667e-06,0.130206
-3.70667e-06,0,-1.52e-06,0.13067
-3.70667e-06,0,-1.49333e-06,0.131134
-3.70667e-06,0,-1.46667e-06,0.131597
-3.70667e-06,0,-1.44e-06,0.132061
-3.70667e-06,0,-1.41333e-06,0.132524
-3.70667e-06,0,-1.38667e-06,0.132986
-3.70667e-06,0,-1.36e-06,0.133449
-3.70667e-06,0,-1.33333e-06,0.13391
-3.70667e-06,0,-1.30667e-06,0.134371
-3.70667e-06,0,-1.28e-06,0.134831
-3.70667e-06,0,-1.25333e-06,0.135291
-3.70667e-06,0,-1.22667e-06,0.135749
-3.70667e-06,0,-1.2e-06,0.136207
-3.70667e-06,0,-1.17333e-06,0.136663
-3.70667e-06,0,-1.14667e-06,0.137117
-3.70667e-06,0,-1.12e-06,0.137571
-3.70667e-06,0,-1.09333e-06,0.138022
-3.70667e-06,0,-1.06667e-06,0.138473
-3.70667e-06,0,-1.04e-06,0.138921
-3.70667e-06,0,-1.01333e-06,0.139367
-3.70667e-06,0,-9.86667e-07,0.139811
-3.70667e-06,0,-9.6e-07,0.140254
-3.70667e-06,0,-9.33333e-07,0.140693
-3.70667e-06,0,-9.06667e-07,0.141131
-3.70667e-06,0,-8.8e-07,0.141565
-3.70667e-06,0,-8.53333e-07,0.141997
-3.70667e-06,0,-8.26667e-07,0.142426
-3.70667e-06,0,-8e-07,0.142852
-3.70667e-06,0,-7.73333e-07,0.143275
-3.70667e-06,0,-7.46667e-07,0.143695
-3.70667e-06,0,-7.2e-07,0.144111
-3.70667e-06,0,-6.93333e-07,0.144523
-3.70667e-06,0,-6.66667e-07,0.144932
-3.70667e-06,0,-6.4e-07,0.145336
-3.70667e-06,0,-6.13333e-07,0.145737
-3.70667e-06,0,-5.86667e-07,0.146133
-3.70667e-06,0,-5.6e-07,0.146525
-3.70667e-06,0,-5.33333e-07,0.146912
-3.70667e-06,0,-5.06667e-07,0.147294
-3.70667e-06,0,-4.8e-07,0.147672
-3.70667e-06,0,-4.53333e-07,0.148044
-3.70667e-06,0,-4.26667e-07,0.148412
-3.70667e-06,0,-4e-07,0.148773
-3.70667e-06,0,-3.73333e-07,0.14913
-3.70667e-06,0,-3.46667e-07,0.14948
-3.70667e-06,0,-3.2e-07,0.149825
-3.70667e-06,0,-2.93333e-07,0.150164
-3.70667e-06,0,-2.66667e-07,0.150496
-3.70667e-06,0,-2.4e-07,0.150822
-3.70667e-06,0,-2.13333e-07,0.151142
-3.70667e-06,0,-1.86667e-07,0.151455
-3.70667e-06,0,-1.6e-07,0.151761
-3.70667e-06,0,-1.33333e-07,0.152061
-3.70667e-06,0,-1.06667e-07,0.152353
-3.70667e-06,0,-8e-08,0.152638
-3.70667e-06,0,-5.33333e-08,0.152915
-3.70667e-06,0,-2.66667e-08,0.153186
-3.70667e-06,0,-1.38966e-21,0.153448
-3.70667e-06,0,2.66667e-08,0.153703
-3.70667e-06,0,5.33333e-08,0.153949
-3.70667e-06,0,8e-08,0.154188
-3.70667e-06,0,1.06667e-07,0.154419
-3.70667e-06,0,1.33333e-07,0.154641
-3.70667e-06,0,1.6e-07,0.154855
-3.70667e-06,0,1.86667e-07,0.155061
-3.70667e-06,0,2.13333e-07,0.155257
-3.70667e-06,0,2.4e-07,0.155446
-3.70667e-06,0,2.66667e-07,0.155625
-3.70667e-06,0,2.93333e-07,0.155796
-3.70667e-06,0,3.2e-07,0.155957
-3.70667e-06,0,3.46667e-07,0.15611
-3.70667e-06,0,3.73333e-07,0.156254
-3.70667e-06,0,4e-07,0.156388
-3.70667e-06,0,4.26667e-07,0.156513
-3.70667e-06,0,4.53333e-07,0.156629
-3.70667e-06,0,4.8e-07,0.156735
-3.70667e-06,0,5.06667e-07,0.156833
-3.70667e-06,0,5.33333e-07,0.15692
-3.70667e-06,0,5.6e-07,0.156999
-3.70667e-06,0,5.86667e-07,0.157068
-3.70667e-06,0,6.13333e-07,0.157127
-3.70667e-06,0,6.4e-07,0.157177
-3.70667e-06,0,6.66667e-07,0.157217
-3.70667e-06,0,6.93333e-07,0.157248
-3.70667e-06,0,7.2e-07,0.157269
-3.70667e-06,0,7.46667e-07,0.157281
-3.70667e-06,0,7.73333e-07,0.157283
-3.70667e-06,0,8e-07,0.157276
-3.70667e-06,0,8.26667e-07,0.157259
-3.70667e-06,0,8.53333e-07,0.157233
-3.70667e-06,0,8.8e-07,0.157197
-3.70667e-06,0,9.06667e-07,0.157152
-3.70667e-06,0,9.33333e-07,0.157098
-3.70667e-06,0,9.6e-07,0.157035
-3.70667e-06,0,9.86667e-07,0.156962
-3.70667e-06,0,1.01333e-06,0.15688
-3.70667e-06,0,1.04e-06,0.156789
-3.70667e-06,0,1.06667e-06,0.156689
-3.70667e-06,0,1.09333e-06,0.15658
-3.70667e-06,0,1.12e-06,0.156462
-3.70667e-06,0,1.14667e-06,0.156335
-3.70667e-06,0,1.17333e-06,0.1562
-3.70667e-06,0,1.2e-06,0.156055
-3.70667e-06,0,1.22667e-06,0.155903
-3.70667e-06,0,1.25333e-06,0.155742
-3.70667e-06,0,1.28e-06,0.155572
-3.70667e-06,0,1.30667e-06,0.155394
-3.70667e-06,0,1.33333e-06,0.155209
-3.70667e-06,0,1.36e-06,0.155015
-3.70667e-06,0,1.38667e-06,0.154813
-3.70667e-06,0,1.41333e-06,0.154603
-3.70667e-06,0,1.44e-06,0.154386
-3.70667e-06,0,1.46667e-06,0.154161
-3.70667e-06,0,1.49333e-06,0.153929
-3.70667e-06,0,1.52e-06,0.153689
-3.70667e-06,0,1.54667e-06,0.153442
-3.70667e-06,0,1.57333e-06,0.153188
-3.70667e-06,0,1.6e-06,0.152928
-3.70667e-06,0,1.62667e-06,0.15266
-3.70667e-06,0,1.65333e-06,0.152386
-3.70667e-06,0,1.68e-06,0.152105
-3.70667e-06,0,1.70667e-06,0.151817
-3.70667e-06,0,1.73333e-06,0.151524
-3.70667e-06,0,1.76e-06,0.151224
-3.70667e-06,0,1.78667e-06,0.150918
-3.70667e-06,0,1.81333e-06,0.150607
-3.70667e-06,0,1.84e-06,0.150289
-3.70667e-06,0,1.86667e-06,0.149966
-3.70667e-06,0,1.89333e-06,0.149638
-3.70667e-06,0,1.92e-06,0.149304
-3.70667e-06,0,1.94667e-06,0.148965
-3.70667e-06,0,1.97333e-06,0.148621
-3.70667e-06,0,2e-06,0.148273
-3.70667e-06,0,2.02667e-06,0.147919
-3.70667e-06,0,2.05333e-06,0.147561
-3.70667e-06,0,2.08e-06,0.147198
-3.70667e-06,0,2.10667e-06,0.146831
-3.70667e-06,0,2.13333e-06,0.146459
-3.70667e-06,0,2.16e-06,0.146084
-3.70667e-06,0,2.18667e-06,0.145704
-3.70667e-06,0,2.21333e-06,0.145321
-3.70667e-06,0,2.24e-06,0.144934
-3.70667e-06,0,2.26667e-06,0.144543
-3.70667e-06,0,2.29333e-06,0.144149
-3.70667e-06,0,2.32e-06,0.143752
-3.70667e-06,0,2.34667e-06,0.143351
-3.70667e-06,0,2.37333e-06,0.142948
-3.70667e-06,0,2.4e-06,0.142541
-3.70667e-06,0,2.42667e-06,0.142132
-3.70667e-06,0,2.45333e-06,0.14172
-3.70667e-06,0,2.48e-06,0.141305
-3.70667e-06,0,2.50667e-06,0.140888
-3.70667e-06,0,2.53333e-06,0.140468
-3.70667e-06,0,2.56e-06,0.140046
-3.70667e-06,0,2.58667e-06,0.139622
-3.70667e-06,0,2.61333e-06,0.139196
-3.70667e-06,0,2.64e-06,0.138768
-3.70667e-06,0,2.66667e-06,0.138338
-3.70667e-06,0,2.69333e-06,0.137907
-3.70667e-06,0,2.72e-06,0.137474
-3.70667e-06,0,2.74667e-06,0.137039
-3.70667e-06,0,2.77333e-06,0.136603
-3.70667e-06,0,2.8e-06,0.136165
-3.70667e-06,0,2.82667e-06,0.135727
-3.70667e-06,0,2.85333e-06,0.135287
-3.70667e-06,0,2.88e-06,0.134846
-3.70667e-06,0,2.90667e-06,0.134404
-3.70667e-06,0,2.93333e-06,0.133962
-3.70667e-06,0,2.96e-06,0.133518
-3.70667e-06,0,2.98667e-06,0.133074
-3.70667e-06,0,3.01333e-06,0.13263
-3.70667e-06,0,3.04e-06,0.132184
-3.70667e-06,0,3.06667e-06,0.131739
-3.70667e-06,0,3.09333e-06,0.131293
