x,y,z
-3.21615e-07,-1.06852e-06,5.41232e-07
-2.86429e-07,-1.15971e-06,5.94186e-07
-3.30571e-07,-1.0545e-06,5.73415e-07
-3.81512e-07,-1.0291e-06,4.98443e-07
-4.12518e-07,-1.05793e-06,5.265e-07
-4.90447e-07,-1.08046e-06,4.92265e-07
-4.76978e-07,-9.48831e-07,4.70637e-07
-5.86269e-07,-9.00024e-07,5.58271e-07
-6.06026e-07,-9.41997e-07,5.7332e-07
-5.2466e-07,-1.01482e-06,5.82835e-07
-5.42883e-07,-1.07474e-06,6.04292e-07
-6.53739e-07,-1.15526e-06,6.02504e-07
-7.74489e-07,-1.162e-06,5.30299e-07
-7.44396e-07,-1.195e-06,4.93459e-07
-7.87078e-07,-1.23819e-06,5.73482e-07
-7.86773e-07,-1.21605e-06,5.16814e-07
-7.83403e-07,-1.21518e-06,5.62653e-07
-8.8541e-07,-1.1859e-06,4.80131e-07
-8.13805e-07,-1.24087e-06,6.03304e-07
-7.04298e-07,-1.2913e-06,6.96248e-07
-7.10991e-07,-1.24817e-06,6.82131e-07
-6.30345e-07,-1.17169e-06,7.44905e-07
-6.78601e-07,-1.24416e-06,7.62252e-07
-6.75659e-07,-1.28249e-06,6.54224e-07
-6.52919e-07,-1.28853e-06,6.65532e-07
-6.09841e-07,-1.21455e-06,5.80661e-07
-6.2853e-07,-1.12124e-06,4.97215e-07
-6.69306e-07,-1.08181e-06,4.99463e-07
-6.24672e-07,-1.17975e-06,3.89499e-07
-6.48528e-07,-1.06513e-06,3.20449e-07
-6.0857e-07,-1.11294e-06,2.62157e-07
-5.17817e-07,-1.19368e-06,2.81942e-07
-4.84199e-07,-1.24171e-06,2.23228e-07
-6.22968e-07,-1.25588e-06,1.48143e-07
-6.91726e-07,-1.24979e-06,6.48281e-08
-7.6916e-07,-1.14669e-06,-1.55659e-08
-7.07171e-07,-1.16791e-06,-3.30345e-08
-7.75316e-07,-1.11655e-06,5.53136e-09
-7.93836e-07,-1.13685e-06,-1.18844e-08
-9.36739e-07,-1.1976e-06,5.24389e-08
-9.2671e-07,-1.18329e-06,2.14928e-08
-8.74377e-07,-1.16906e-06,2.90516e-08
-8.80294e-07,-1.13076e-06,6.90686e-08
-8.2365e-07,-1.159e-06,1.72088e-07
-8.94274e-07,-1.1689e-06,1.29225e-07
-8.83113e-07,-1.19027e-06,5.66437e-08
-9.04886e-07,-1.28543e-06,5.36526e-08
-9.52191e-07,-1.32804e-06,2.44457e-08
-9.57212e-07,-1.50162e-06,4.27983e-08
-9.92918e-07,-1.54115e-06,-1.71506e-08
-1.03286e-06,-1.50294e-06,-1.06731e-07
-9.74495e-07,-1.56858e-06,-2.70584e-07
-9.86738e-07,-1.47248e-06,-2.41638e-07
-1.02567e-06,-1.47511e-06,-1.77236e-07
-1.04105e-06,-1.44237e-06,-2.09638e-07
-1.0993e-06,-1.48475e-06,-3.14317e-07
-1.04093e-06,-1.43365e-06,-3.70718e-07
-1.071e-06,-1.39672e-06,-4.48759e-07
-9.79991e-07,-1.40177e-06,-5.82467e-07
-9.98318e-07,-1.51867e-06,-5.99962e-07
-9.01436e-07,-1.52229e-06,-6.3858e-07
-9.10771e-07,-1.54566e-06,-6.452e-07
-9.15687e-07,-1.43056e-06,-7.85984e-07
-9.14813e-07,-1.39267e-06,-7.66166e-07
-8.44194e-07,-1.30816e-06,-7.82058e-07
-8.33693e-07,-1.29306e-06,-7.48611e-07
-8.65234e-07,-1.32444e-06,-7.98862e-07
-8.35822e-07,-1.25549e-06,-7.76986e-07
-8.65668e-07,-1.29321e-06,-7.82506e-07
-7.59523e-07,-1.34499e-06,-7.52915e-07
-7.38109e-07,-1.41237e-06,-7.55228e-07
-7.13129e-07,-1.44137e-06,-6.78493e-07
-7.06314e-07,-1.42154e-06,-7.32163e-07
-6.55883e-07,-1.39091e-06,-6.1913e-07
-5.99714e-07,-1.34791e-06,-5.73235e-07
-6.3061e-07,-1.31228e-06,-5.07543e-07
-6.48502e-07,-1.29295e-06,-3.45903e-07
-7.14383e-07,-1.25415e-06,-3.58248e-07
-6.87192e-07,-1.2955e-06,-3.97131e-07
-7.25607e-07,-1.29399e-06,-3.31585e-07
-7.22689e-07,-1.27138e-06,-3.53989e-07
-7.67856e-07,-1.22382e-06,-3.04221e-07
-7.41593e-07,-1.17048e-06,-3.51943e-07
-7.57879e-07,-1.15169e-06,-3.1253e-07
-7.51638e-07,-1.21201e-06,-4.38665e-07
-7.27834e-07,-1.20947e-06,-4.00603e-07
-7.17367e-07,-1.25656e-06,-4.06515e-07
-7.63775e-07,-1.2609e-06,-4.03708e-07
-8.5174e-07,-1.24002e-06,-4.73392e-07
-7.21696e-07,-1.33275e-06,-5.20731e-07
-7.01537e-07,-1.21507e-06,-5.34011e-07
-5.71954e-07,-1.10761e-06,-5.32743e-07
-5.25115e-07,-1.11816e-06,-5.57568e-07
-4.31213e-07,-1.13836e-06,-5.54275e-07
-4.18429e-07,-1.06291e-06,-5.74611e-07
-2.93365e-07,-1.13905e-06,-6.45337e-07
-3.84285e-07,-1.1723e-06,-5.49948e-07
-5.04319e-07,-1.17219e-06,-5.37894e-07
-5.24605e-07,-1.18667e-06,-6.15964e-07
-4.95556e-07,-1.04408e-06,-6.84534e-07
-5.1582e-07,-1.02912e-06,-6.36448e-07
-4.44312e-07,-1.08753e-06,-6.06552e-07
-3.96946e-07,-1.09905e-06,-5.32768e-07
-3.5319e-07,-1.01802e-06,-6.36862e-07
-4.65556e-07,-1.02139e-06,-5.68866e-07
-4.59244e-07,-9.81614e-07,-6.77e-07
-4.28194e-07,-1.04132e-06,-7.68465e-07
-3.65545e-07,-1.14943e-06,-7.54587e-07
-3.44684e-07,-9.49026e-07,-7.96023e-07
-3.67896e-07,-9.76846e-07,-7.94525e-07
-4.28335e-07,-1.00471e-06,-7.34193e-07
-4.38021e-07,-1.06987e-06,-6.5468e-07
-3.53586e-07,-9.87727e-07,-6.61371e-07
-3.22179e-07,-1.07067e-06,-6.92808e-07
-2.87125e-07,-1.09537e-06,-6.31563e-07
-2.34635e-07,-1.19206e-06,-6.00639e-07
-1.92237e-07,-1.15117e-06,-4.98554e-07
-1.82979e-07,-1.13333e-06,-3.71722e-07
-1.31744e-07,-1.20187e-06,-3.30535e-07
-4.93176e-08,-1.11172e-06,-3.76314e-07
-5.90204e-08,-1.08082e-06,-3.0719e-07
-8.78809e-08,-1.11605e-06,-4.34546e-07
9.28177e-08,-1.15469e-06,-5.13712e-07
1.49933e-07,-1.13307e-06,-6.33865e-07
2.12593e-07,-1.06567e-06,-6.39829e-07
2.09672e-07,-1.04487e-06,-4.90584e-07
2.09161e-07,-9.56659e-07,-5.56257e-07
2.89429e-07,-8.65861e-07,-6.06159e-07
2.83889e-07,-8.89245e-07,-5.29814e-07
2.75023e-07,-8.78228e-07,-5.44061e-07
3.72864e-07,-8.62583e-07,-6.98482e-07
2.76595e-07,-7.57054e-07,-7.0198e-07
2.54003e-07,-7.35232e-07,-6.82659e-07
2.84167e-07,-7.2173e-07,-6.24533e-07
1.67668e-07,-8.71498e-07,-6.31967e-07
1.80579e-07,-8.38991e-07,-5.99546e-07
2.04682e-07,-7.59186e-07,-7.03306e-07
2.24185e-07,-8.0576e-07,-7.09231e-07
2.08808e-07,-8.46158e-07,-6.89687e-07
9.43516e-08,-8.76029e-07,-6.76376e-07
2.1797e-08,-8.49391e-07,-7.65497e-07
1.52184e-07,-8.17826e-07,-6.90653e-07
1.39181e-07,-8.30911e-07,-6.01996e-07
1.9915e-07,-8.20922e-07,-5.8328e-07
2.13155e-07,-8.7431e-07,-5.04801e-07
2.21214e-07,-7.98364e-07,-5.48901e-07
1.28521e-07,-7.23924e-07,-5.87272e-07
4.36416e-08,-7.74634e-07,-4.84682e-07
6.86711e-08,-7.55399e-07,-4.80217e-07
7.18999e-08,-7.33318e-07,-5.29042e-07
-1.26659e-08,-6.42065e-07,-4.66754e-07
-9.17653e-08,-6.81077e-07,-5.2104e-07
-1.1052e-07,-5.6317e-07,-6.09863e-07
-5.4425e-08,-6.16175e-07,-6.5357e-07
-7.9694e-08,-5.25811e-07,-6.08105e-07
-3.28541e-08,-4.20315e-07,-6.01585e-07
1.9527e-08,-4.04724e-07,-6.61318e-07
1.0003e-08,-4.45957e-07,-7.82045e-07
2.23236e-08,-4.01562e-07,-7.0526e-07
8.52995e-08,-4.6029e-07,-6.66986e-07
1.25457e-07,-4.09706e-07,-7.62022e-07
1.12613e-07,-5.64097e-07,-7.22849e-07
1.49096e-07,-4.80517e-07,-7.114e-07
6.75146e-08,-4.76037e-07,-7.2824e-07
1.66148e-07,-5.43966e-07,-7.07831e-07
1.5198e-07,-5.46036e-07,-6.42886e-07
1.54078e-07,-4.33913e-07,-6.759e-07
7.30601e-08,-5.08512e-07,-6.06634e-07
1.0488e-07,-6.59348e-07,-5.09123e-07
9.05582e-08,-7.65811e-07,-4.49062e-07
1.3303e-07,-8.33015e-07,-5.16041e-07
2.31484e-07,-8.62223e-07,-4.68181e-07
1.71429e-07,-9.04412e-07,-5.36911e-07
1.88475e-07,-9.35818e-07,-4.92697e-07
1.32325e-07,-8.90806e-07,-4.57808e-07
1.57785e-07,-8.18921e-07,-4.7964e-07
1.07137e-07,-7.75897e-07,-5.81372e-07
-7.01374e-09,-7.378e-07,-6.16696e-07
1.02467e-07,-7.62041e-07,-6.40257e-07
1.17324e-07,-7.524e-07,-5.89449e-07
1.4649e-07,-7.12511e-07,-5.6501e-07
3.54838e-07,-7.45061e-07,-6.36273e-07
3.94198e-07,-7.47769e-07,-6.12642e-07
3.9811e-07,-8.23525e-07,-6.82805e-07
5.06799e-07,-7.38393e-07,-6.39618e-07
5.26011e-07,-7.94735e-07,-6.56052e-07
4.53349e-07,-8.44483e-07,-6.82891e-07
5.04647e-07,-8.78769e-07,-6.86836e-07
5.02154e-07,-8.05095e-07,-7.43235e-07
5.5535e-07,-7.309e-07,-6.98756e-07
5.19434e-07,-7.09062e-07,-7.56664e-07
5.30028e-07,-7.08521e-07,-8.09133e-07
5.3191e-07,-7.13169e-07,-8.30242e-07
5.1456e-07,-6.62947e-07,-8.08762e-07
5.52699e-07,-7.66864e-07,-8.19739e-07
4.87328e-07,-8.11495e-07,-8.47636e-07
5.10841e-07,-6.57603e-07,-9.37694e-07
4.99335e-07,-6.92768e-07,-8.59882e-07
5.04707e-07,-6.49937e-07,-9.26932e-07
5.23282e-07,-6.01986e-07,-9.70409e-07
4.97971e-07,-6.58355e-07,-1.03246e-06
4.59326e-07,-5.9439e-07,-1.03028e-06
3.84609e-07,-6.73406e-07,-1.09265e-06
3.52551e-07,-6.06324e-07,-1.1442e-06
2.66009e-07,-4.9738e-07,-1.18099e-06
3.17153e-07,-4.59153e-07,-1.20372e-06
2.54838e-07,-4.97086e-07,-1.22161e-06
2.31613e-07,-4.89519e-07,-1.30633e-06
2.64062e-07,-5.37073e-07,-1.31831e-06
3.40277e-07,-4.81439e-07,-1.41317e-06
4.12199e-07,-3.94659e-07,-1.33228e-06
3.35475e-07,-3.88952e-07,-1.44987e-06
1.50415e-07,-4.06435e-07,-1.28255e-06
2.24932e-07,-4.00602e-07,-1.17097e-06
1.59828e-07,-5.21939e-07,-1.17407e-06
1.91062e-07,-4.54451e-07,-1.31775e-06
2.16455e-07,-4.66204e-07,-1.31249e-06
3.55889e-07,-4.35155e-07,-1.34148e-06
3.71988e-07,-3.5297e-07,-1.33203e-06
3.22769e-07,-3.79342e-07,-1.26364e-06
4.11992e-07,-3.82778e-07,-1.20408e-06
3.46783e-07,-4.26232e-07,-1.29559e-06
3.56481e-07,-4.94381e-07,-1.27018e-06
3.80822e-07,-3.99343e-07,-1.17216e-06
2.96253e-07,-4.23521e-07,-1.13918e-06
2.70672e-07,-4.83345e-07,-1.09898e-06
2.86861e-07,-4.62317e-07,-1.07994e-06
2.34909e-07,-5.0891e-07,-1.09021e-06
1.84264e-07,-5.378e-07,-1.26195e-06
2.08545e-07,-3.88438e-07,-1.19496e-06
2.54485e-07,-3.88846e-07,-1.1772e-06
1.96615e-07,-4.08727e-07,-1.07534e-06
1.80121e-07,-3.10191e-07,-1.12213e-06
1.34528e-07,-3.29715e-07,-1.0765e-06
9.42579e-08,-4.20627e-07,-1.03842e-06
9.34075e-08,-5.05586e-07,-1.06159e-06
1.08083e-07,-4.96392e-07,-1.0671e-06
2.46936e-07,-4.75083e-07,-1.14277e-06
3.48825e-07,-5.8328e-07,-9.9828e-07
4.67034e-07,-6.90501e-07,-1.15022e-06
4.13837e-07,-6.40555e-07,-1.16618e-06
5.09189e-07,-5.89171e-07,-1.11447e-06
5.53805e-07,-5.76705e-07,-1.1131e-06
5.19128e-07,-4.61178e-07,-1.17653e-06
4.46142e-07,-4.30617e-07,-1.19177e-06
4.73935e-07,-3.78737e-07,-1.14309e-06
5.51011e-07,-4.76223e-07,-1.22697e-06
5.86797e-07,-4.6204e-07,-1.11049e-06
5.95624e-07,-3.96552e-07,-1.07699e-06
5.64901e-07,-4.45465e-07,-1.08875e-06
5.12932e-07,-3.86304e-07,-1.22674e-06
5.65411e-07,-2.94796e-07,-1.17149e-06
4.66046e-07,-2.94894e-07,-1.09702e-06
4.79667e-07,-3.23415e-07,-1.07534e-06
5.41435e-07,-3.13852e-07,-1.13364e-06
5.60061e-07,-2.01243e-07,-1.05824e-06
6.17057e-07,-1.96148e-07,-9.98265e-07
6.67637e-07,-2.62238e-07,-9.33608e-07
6.68237e-07,-1.38259e-07,-8.55406e-07
7.05348e-07,-1.07288e-07,-9.70024e-07
7.94419e-07,-1.58682e-07,-9.40187e-07
8.31592e-07,-1.82035e-07,-9.84732e-07
7.77785e-07,-8.24661e-08,-1.11928e-06
7.46958e-07,6.70618e-08,-1.13105e-06
8.56007e-07,1.15634e-07,-1.18615e-06
8.49444e-07,1.9478e-07,-1.20064e-06
8.43038e-07,2.67302e-07,-1.24295e-06
9.57251e-07,3.43275e-07,-1.26558e-06
9.54285e-07,3.94047e-07,-1.25989e-06
9.10198e-07,2.74682e-07,-1.2021e-06
9.32356e-07,3.49574e-07,-1.2221e-06
9.41428e-07,3.05671e-07,-1.21681e-06
8.4756e-07,2.64848e-07,-1.1575e-06
7.77072e-07,2.25797e-07,-1.15254e-06
8.54406e-07,2.82781e-07,-1.13845e-06
8.99771e-07,3.1149e-07,-1.17275e-06
8.2143e-07,3.38225e-07,-1.14015e-06
7.27386e-07,2.14862e-07,-1.11591e-06
8.11371e-07,2.32848e-07,-1.12249e-06
7.38186e-07,2.39684e-07,-1.10356e-06
7.14491e-07,2.12543e-07,-1.10817e-06
7.76238e-07,2.00001e-07,-1.1621e-06
7.33777e-07,1.64773e-07,-1.2038e-06
7.07246e-07,1.37418e-07,-1.18441e-06
7.27592e-07,7.39099e-08,-1.13686e-06
6.49659e-07,8.98585e-08,-1.19102e-06
6.591e-07,8.59823e-08,-1.25496e-06
7.02852e-07,1.34494e-07,-1.29916e-06
7.80547e-07,1.21021e-07,-1.25276e-06
6.71419e-07,6.44906e-08,-1.31954e-06
7.26579e-07,1.23963e-07,-1.36171e-06
6.72127e-07,1.27434e-07,-1.382e-06
5.36663e-07,5.51127e-08,-1.32149e-06
6.15547e-07,1.27179e-07,-1.37957e-06
7.1968e-07,7.54879e-08,-1.4007e-06
7.37655e-07,1.27986e-07,-1.32441e-06
7.54136e-07,9.19577e-08,-1.22296e-06
7.23385e-07,1.73822e-07,-1.14809e-06
7.42989e-07,6.70573e-08,-1.17793e-06
8.00198e-07,-1.67253e-08,-1.15968e-06
6.74242e-07,-1.20749e-08,-1.14221e-06
7.10584e-07,-7.24872e-08,-1.1845e-06
7.05684e-07,-1.057e-07,-1.22062e-06
6.76244e-07,-1.08746e-07,-1.19736e-06
7.06147e-07,-1.39638e-07,-1.29855e-06
5.22136e-07,-1.86138e-07,-1.3193e-06
5.46991e-07,-7.33479e-08,-1.23111e-06
5.43233e-07,-8.58826e-08,-1.24713e-06
4.13074e-07,-8.13357e-08,-1.26179e-06
4.8155e-07,-1.32253e-07,-1.14677e-06
3.64094e-07,-4.21883e-09,-1.14711e-06
3.54065e-07,5.35432e-08,-1.08068e-06
3.56696e-07,-5.47086e-08,-1.05468e-06
3.6338e-07,-1.40817e-07,-1.05344e-06
2.98687e-07,-1.30832e-07,-1.15117e-06
3.21418e-07,-8.37245e-08,-1.14812e-06
2.53794e-07,-9.74693e-08,-1.14264e-06
2.39413e-07,-8.42584e-08,-1.17137e-06
1.86177e-07,-5.1244e-08,-1.19577e-06
1.86075e-07,-1.4137e-07,-1.2536e-06
1.68699e-07,-1.68118e-07,-1.20181e-06
2.57591e-07,-1.40117e-07,-1.26834e-06
1.94596e-07,-2.63758e-07,-1.19341e-06
1.82731e-07,-2.16959e-07,-1.32734e-06
2.49382e-07,-1.41627e-07,-1.39881e-06
3.49811e-07,-2.37389e-07,-1.38495e-06
4.89412e-07,-3.47097e-07,-1.52802e-06
6.36107e-07,-3.85973e-07,-1.5231e-06
6.3749e-07,-4.19724e-07,-1.53033e-06
6.11302e-07,-4.58859e-07,-1.56228e-06
5.55329e-07,-4.41864e-07,-1.54457e-06
5.05009e-07,-5.18684e-07,-1.66932e-06
4.1353e-07,-4.39432e-07,-1.57632e-06
3.85604e-07,-4.62553e-07,-1.51564e-06
3.8362e-07,-5.27744e-07,-1.50042e-06
3.26222e-07,-4.27736e-07,-1.48112e-06
2.27045e-07,-3.32256e-07,-1.43612e-06
2.63264e-07,-3.09198e-07,-1.48967e-06
2.43582e-07,-3.16972e-07,-1.45118e-06
1.91839e-07,-2.70958e-07,-1.41831e-06
1.12972e-07,-3.8011e-07,-1.40262e-06
1.42501e-07,-3.60691e-07,-1.47454e-06
1.17335e-07,-4.00204e-07,-1.49413e-06
1.20541e-07,-4.05665e-07,-1.42785e-06
1.39798e-07,-3.92758e-07,-1.3526e-06
1.10303e-07,-4.85548e-07,-1.32792e-06
-2.13268e-08,-5.24046e-07,-1.27182e-06
-5.95658e-08,-5.15678e-07,-1.20931e-06
5.64976e-08,-5.07405e-07,-1.21845e-06
3.17409e-08,-4.60323e-07,-1.2587e-06
4.55197e-08,-4.44903e-07,-1.28275e-06
-1.14092e-09,-4.30609e-07,-1.2216e-06
-1.43289e-07,-2.72926e-07,-1.15189e-06
-1.21876e-07,-1.89166e-07,-1.21699e-06
-2.33428e-08,-2.78745e-07,-1.20064e-06
3.06444e-08,-2.29457e-07,-1.10352e-06
1.04957e-08,-2.03562e-07,-1.07802e-06
-6.29039e-08,-1.39581e-07,-1.12354e-06
-6.89951e-08,-1.38168e-07,-1.20414e-06
1.65083e-09,-1.23391e-07,-1.1915e-06
8.68642e-09,2.96268e-08,-1.3086e-06
-1.35973e-08,-9.74273e-08,-1.31798e-06
1.18601e-08,-2.03533e-07,-1.36373e-06
-3.70259e-08,-2.72924e-07,-1.33688e-06
-7.99215e-08,-2.46198e-07,-1.36371e-06
-1.25045e-07,-2.82459e-07,-1.46062e-06
-1.00638e-07,-1.79884e-07,-1.32549e-06
-2.07279e-07,-2.38926e-07,-1.30603e-06
-2.36343e-07,-3.0823e-07,-1.30985e-06
-2.23507e-07,-3.19519e-07,-1.21131e-06
-1.18929e-07,-2.47412e-07,-1.33773e-06
-1.44521e-07,-1.96086e-07,-1.3859e-06
-1.19066e-07,-1.09216e-07,-1.45317e-06
-1.59514e-07,-1.98277e-07,-1.42364e-06
-2.33226e-07,-1.94414e-07,-1.42296e-06
-2.7256e-07,-1.27261e-07,-1.37442e-06
-3.92327e-07,-9.93381e-08,-1.28424e-06
-4.53615e-07,-5.91952e-08,-1.1959e-06
-5.00863e-07,-9.74769e-08,-1.12732e-06
-5.20727e-07,-6.9833e-08,-1.16303e-06
-5.65353e-07,-2.27068e-07,-1.13444e-06
-6.11265e-07,-3.98623e-07,-1.12986e-06
-6.54016e-07,-3.79612e-07,-1.12899e-06
-6.34694e-07,-3.15402e-07,-1.11698e-06
-6.5274e-07,-3.91667e-07,-1.08089e-06
-7.9413e-07,-3.45429e-07,-1.1699e-06
-8.65336e-07,-2.87902e-07,-1.19123e-06
-8.00937e-07,-4.07544e-07,-1.16754e-06
-7.49395e-07,-4.22219e-07,-1.21312e-06
-8.18338e-07,-4.04157e-07,-1.18416e-06
-8.16906e-07,-4.99723e-07,-1.11744e-06
-8.45731e-07,-5.73058e-07,-1.07442e-06
-8.36542e-07,-6.23436e-07,-1.18518e-06
-9.09359e-07,-5.59357e-07,-1.14138e-06
-8.61115e-07,-4.50605e-07,-1.11358e-06
-8.76154e-07,-4.08246e-07,-1.20647e-06
-1.0026e-06,-3.72709e-07,-1.13754e-06
-9.23326e-07,-4.63282e-07,-1.15105e-06
-9.47785e-07,-3.55703e-07,-1.13875e-06
-9.38803e-07,-3.71152e-07,-1.10442e-06
-9.07683e-07,-2.65542e-07,-1.04858e-06
-9.21719e-07,-3.07335e-07,-9.85407e-07
-8.15728e-07,-4.7311e-07,-9.02885e-07
-8.1125e-07,-4.89768e-07,-9.04376e-07
-8.46452e-07,-4.48359e-07,-8.40429e-07
-9.16421e-07,-4.99736e-07,-8.34352e-07
-8.59471e-07,-5.09489e-07,-8.62418e-07
-8.95457e-07,-5.84031e-07,-8.24315e-07
-9.33613e-07,-5.91302e-07,-8.75967e-07
-8.44858e-07,-6.3584e-07,-9.44897e-07
-8.27193e-07,-5.43083e-07,-8.90835e-07
-8.57049e-07,-5.52438e-07,-7.43905e-07
-7.83661e-07,-5.70059e-07,-7.67653e-07
-8.20745e-07,-5.96041e-07,-7.51096e-07
-7.86176e-07,-5.51029e-07,-7.23624e-07
-8.63946e-07,-6.59413e-07,-7.66195e-07
-9.42443e-07,-7.0436e-07,-7.0538e-07
-8.89345e-07,-6.25932e-07,-6.89334e-07
-8.8485e-07,-6.03301e-07,-6.92747e-07
-8.60115e-07,-6.75992e-07,-5.93325e-07
-8.82322e-07,-6.47487e-07,-7.03397e-07
-9.25871e-07,-6.18883e-07,-6.92348e-07
-9.33469e-07,-5.58993e-07,-6.56032e-07
-1.00041e-06,-5.46068e-07,-5.89972e-07
-1.02781e-06,-5.02948e-07,-6.0789e-07
-1.00511e-06,-4.45154e-07,-5.56524e-07
