t,x,y,z,v
0.58,4.44707e-06,2.30405e-07,-8.93081e-07,5.02122e-07
0.59,4.33738e-06,2.23447e-07,-8.75912e-07,5.08258e-07
0.6,4.28218e-06,2.45e-07,-9.65169e-07,4.97359e-07
0.61,4.34803e-06,2.65414e-07,-1.00966e-06,4.89362e-07
0.62,4.3842e-06,2.79305e-07,-1.14771e-06,5.11642e-07
0.63,4.32014e-06,2.37175e-07,-1.16035e-06,5.34281e-07
0.64,4.24535e-06,2.72896e-07,-1.11807e-06,5.20765e-07
0.65,4.21428e-06,1.90434e-07,-1.13057e-06,5.08077e-07
0.66,4.25836e-06,2.54903e-07,-1.19218e-06,5.04134e-07
0.67,4.22278e-06,2.12088e-07,-1.24054e-06,5.16003e-07
0.68,4.22797e-06,2.11669e-07,-1.20315e-06,5.39731e-07
0.69,4.21455e-06,2.87888e-07,-1.24315e-06,5.18888e-07
0.7,4.14419e-06,1.56614e-07,-1.28544e-06,5.20485e-07
0.71,4.13881e-06,1.18985e-07,-1.24215e-06,5.04047e-07
0.72,4.15781e-06,1.74797e-07,-1.19992e-06,4.98434e-07
0.73,4.20648e-06,1.61423e-07,-1.22772e-06,4.99615e-07
0.74,4.25636e-06,2.53202e-07,-1.23618e-06,5.09164e-07
0.75,4.18622e-06,3.6298e-07,-1.27601e-06,5.16608e-07
0.76,4.18916e-06,3.41173e-07,-1.26563e-06,5.14069e-07
0.77,4.126e-06,3.40893e-07,-1.16131e-06,5.26495e-07
0.78,4.22293e-06,4.2493e-07,-1.09906e-06,5.09729e-07
0.79,4.15736e-06,4.83205e-07,-1.10514e-06,5.07598e-07
0.8,4.14585e-06,4.9383e-07,-1.06441e-06,5.11507e-07
0.81,4.0037e-06,4.58133e-07,-1.06364e-06,5.10974e-07
0.82,4.00447e-06,4.59298e-07,-1.08003e-06,5.1883e-07
0.83,3.95393e-06,4.90165e-07,-1.04753e-06,5.04255e-07
0.84,4.01895e-06,5.25441e-07,-1.05315e-06,4.9214e-07
0.85,4.004e-06,5.01888e-07,-9.73479e-07,5.11426e-07
0.86,3.94856e-06,4.86826e-07,-9.94973e-07,5.12277e-07
0.87,3.86775e-06,5.62755e-07,-1.04596e-06,5.27238e-07
0.88,3.80596e-06,5.5947e-07,-1.06004e-06,5.2821e-07
0.89,3.79242e-06,6.38099e-07,-9.84869e-07,5.34605e-07
0.9,3.71869e-06,6.6154e-07,-9.79825e-07,5.41024e-07
0.91,3.75363e-06,6.86768e-07,-8.87984e-07,5.40729e-07
0.92,3.86723e-06,7.51329e-07,-8.08973e-07,5.30492e-07
0.93,3.86668e-06,6.8378e-07,-7.61377e-07,5.0911e-07
0.94,3.72902e-06,7.74639e-07,-8.34211e-07,5.00406e-07
0.95,3.69657e-06,8.10719e-07,-9.45658e-07,5.15427e-07
0.96,3.67838e-06,8.29851e-07,-8.91494e-07,5.10942e-07
0.97,3.6409e-06,7.82558e-07,-9.04653e-07,5.12623e-07
0.98,3.75143e-06,7.49521e-07,-8.94769e-07,5.41371e-07
0.99,3.81183e-06,7.32734e-07,-8.5335e-07,5.05765e-07
1,3.71245e-06,7.39833e-07,-7.20944e-07,4.99661e-07
1.01,3.59084e-06,6.65315e-07,-7.05751e-07,5.25365e-07
1.02,3.49916e-06,7.23918e-07,-6.78466e-07,5.57835e-07
1.03,3.51474e-06,7.82582e-07,-6.02965e-07,5.85877e-07
1.04,3.48095e-06,7.31917e-07,-6.33765e-07,5.7707e-07
1.05,3.53951e-06,6.87336e-07,-7.20102e-07,5.89252e-07
1.06,3.57875e-06,6.46225e-07,-7.77157e-07,5.54188e-07
1.07,3.58719e-06,5.74225e-07,-7.55516e-07,5.31989e-07
1.08,3.55839e-06,4.04493e-07,-7.4772e-07,5.47886e-07
1.09,3.63042e-06,3.90259e-07,-6.94804e-07,5.47689e-07
1.1,3.66531e-06,3.18043e-07,-6.18553e-07,5.34351e-07
1.11,3.59113e-06,2.66334e-07,-6.6564e-07,5.28182e-07
1.12,3.55024e-06,2.73862e-07,-6.21901e-07,5.59681e-07
1.13,3.55867e-06,2.38275e-07,-5.56281e-07,5.77282e-07
1.14,3.50061e-06,2.46629e-07,-6.2967e-07,5.73017e-07
1.15,3.51959e-06,3.30398e-07,-5.4277e-07,5.82755e-07
1.16,3.59503e-06,2.29466e-07,-6.32563e-07,5.93905e-07
1.17,3.57516e-06,1.88608e-07,-6.77602e-07,5.54848e-07
1.18,3.54614e-06,2.34768e-07,-5.79862e-07,5.75456e-07
1.19,3.57774e-06,3.29918e-07,-5.4886e-07,5.95097e-07
1.2,3.63222e-06,2.75044e-07,-5.08873e-07,5.97105e-07
1.21,3.66536e-06,3.04745e-07,-4.76183e-07,5.94643e-07
1.22,3.58651e-06,3.63936e-07,-4.85376e-07,5.91486e-07
1.23,3.62761e-06,3.0272e-07,-5.4167e-07,6.27456e-07
1.24,3.47818e-06,3.12705e-07,-5.8591e-07,6.19512e-07
1.25,3.35993e-06,3.97016e-07,-5.76721e-07,6.79209e-07
1.26,3.349e-06,3.89331e-07,-6.60602e-07,7.33934e-07
1.27,3.37134e-06,5.29664e-07,-6.96149e-07,7.13261e-07
1.28,3.31016e-06,5.78765e-07,-6.6128e-07,7.07201e-07
1.29,3.32318e-06,6.51634e-07,-6.80972e-07,7.43683e-07
1.3,3.34007e-06,5.45297e-07,-8.26283e-07,7.30939e-07
1.31,3.39724e-06,4.60039e-07,-8.04918e-07,7.14198e-07
1.32,3.42846e-06,3.87436e-07,-8.31145e-07,6.57936e-07
1.33,3.52135e-06,3.10709e-07,-9.72237e-07,6.74566e-07
1.34,3.56893e-06,2.19946e-07,-9.94828e-07,6.31264e-07
1.35,3.54747e-06,2.21796e-07,-1.00129e-06,6.35709e-07
1.36,3.40761e-06,1.6014e-07,-1.03514e-06,6.50586e-07
1.37,3.38709e-06,1.13909e-07,-8.89814e-07,7.1369e-07
1.38,3.36713e-06,7.43528e-08,-7.66067e-07,7.23306e-07
1.39,3.36879e-06,1.38726e-07,-7.13323e-07,7.69368e-07
1.4,3.31836e-06,1.22728e-07,-6.54626e-07,7.66162e-07
1.41,3.38524e-06,2.01739e-07,-6.02726e-07,7.92484e-07
1.42,3.34392e-06,1.7471e-07,-6.19782e-07,7.49374e-07
1.43,3.39523e-06,1.59533e-07,-5.41188e-07,7.84206e-07
1.44,3.34505e-06,2.5519e-07,-5.62046e-07,7.65997e-07
1.45,3.31702e-06,2.22318e-07,-6.91623e-07,7.97998e-07
1.46,3.37036e-06,2.88321e-07,-7.66215e-07,7.99712e-07
1.47,3.3435e-06,3.81069e-07,-7.85422e-07,7.81449e-07
1.48,3.36573e-06,3.18059e-07,-7.40236e-07,7.68731e-07
1.49,3.39134e-06,1.97371e-07,-7.99515e-07,7.77024e-07
1.5,3.53079e-06,2.12198e-07,-8.41998e-07,7.67899e-07
1.51,3.51861e-06,1.2854e-07,-8.62994e-07,7.00213e-07
1.52,3.58327e-06,2.13926e-07,-9.25347e-07,7.25166e-07
1.53,3.56216e-06,2.40211e-07,-9.2582e-07,6.94516e-07
1.54,3.50039e-06,2.44959e-07,-8.77641e-07,7.06462e-07
1.55,3.49468e-06,3.86624e-07,-8.70127e-07,7.26524e-07
1.56,3.45436e-06,4.20993e-07,-9.0942e-07,7.13011e-07
1.57,3.48051e-06,4.11067e-07,-9.06265e-07,7.3721e-07
1.58,3.49683e-06,4.16028e-07,-8.35741e-07,7.24617e-07
1.59,3.60154e-06,3.59526e-07,-9.25248e-07,7.24597e-07
1.6,3.59273e-06,3.74739e-07,-8.57768e-07,6.81498e-07
1.61,3.54951e-06,3.05534e-07,-8.49565e-07,7.10311e-07
1.62,3.54948e-06,2.82811e-07,-9.51361e-07,7.11943e-07
1.63,3.60022e-06,1.5462e-07,-9.75506e-07,7.00655e-07
1.64,3.50354e-06,1.57826e-07,-9.84756e-07,6.81486e-07
1.65,3.47625e-06,1.61522e-07,-9.7104e-07,7.24571e-07
1.66,3.45331e-06,1.99298e-07,-9.7393e-07,7.3256e-07
1.67,3.44708e-06,2.79565e-07,-9.31862e-07,7.19546e-07
1.68,3.44638e-06,2.45067e-07,-8.67813e-07,7.224e-07
1.69,3.40768e-06,2.39404e-07,-8.58262e-07,7.40251e-07
1.7,3.47924e-06,2.57478e-07,-8.43725e-07,7.47455e-07
1.71,3.38752e-06,2.68523e-07,-8.94851e-07,7.18414e-07
1.72,3.56775e-06,2.92045e-07,-9.44681e-07,7.4804e-07
1.73,3.62286e-06,3.57888e-07,-8.56695e-07,6.70274e-07
1.74,3.75364e-06,3.98324e-07,-8.87827e-07,6.87189e-07
1.75,3.71935e-06,4.3605e-07,-9.49053e-07,6.22852e-07
1.76,3.76729e-06,4.24157e-07,-9.09859e-07,6.2157e-07
1.77,3.77458e-06,3.86237e-07,-8.64196e-07,6.01902e-07
1.78,3.78555e-06,4.69111e-07,-8.17223e-07,5.76661e-07
1.79,3.82597e-06,4.4038e-07,-8.56103e-07,5.7561e-07
1.8,3.86057e-06,4.54801e-07,-8.37556e-07,5.64431e-07
1.81,3.89378e-06,4.95211e-07,-8.72221e-07,5.5621e-07
1.82,3.79709e-06,5.01023e-07,-8.95418e-07,5.49058e-07
1.83,3.83223e-06,5.97272e-07,-8.79206e-07,5.83061e-07
1.84,3.83007e-06,5.76683e-07,-8.76796e-07,5.75314e-07
1.85,3.89578e-06,6.50867e-07,-8.96518e-07,5.68419e-07
1.86,3.95916e-06,6.39587e-07,-9.68532e-07,5.52184e-07
1.87,3.84265e-06,6.47168e-07,-9.5325e-07,5.53921e-07
1.88,3.83083e-06,6.6059e-07,-9.29121e-07,5.71592e-07
1.89,3.78566e-06,6.84721e-07,-8.14581e-07,5.80592e-07
1.9,3.78953e-06,6.44308e-07,-9.07046e-07,5.82856e-07
1.91,3.72458e-06,6.81932e-07,-9.66783e-07,5.85277e-07
1.92,3.72481e-06,5.62173e-07,-9.20299e-07,6.02614e-07
1.93,3.7908e-06,6.82179e-07,-9.23952e-07,5.96957e-07
1.94,3.73049e-06,6.61651e-07,-9.3181e-07,5.64427e-07
1.95,3.63462e-06,6.34558e-07,-8.98034e-07,5.66473e-07
1.96,3.59342e-06,7.00054e-07,-9.38569e-07,6.00933e-07
1.97,3.62572e-06,7.13833e-07,-9.00782e-07,6.2273e-07
1.98,3.67927e-06,7.20446e-07,-1.01476e-06,6.00849e-07
1.99,3.66033e-06,7.84576e-07,-8.87659e-07,5.79393e-07
2,3.69747e-06,8.51847e-07,-9.18722e-07,5.90549e-07
2.01,3.72655e-06,7.53904e-07,-9.25261e-07,5.79897e-07
2.02,3.68954e-06,7.82757e-07,-9.18042e-07,5.77446e-07
2.03,3.60149e-06,8.35653e-07,-9.68319e-07,5.91327e-07
2.04,3.72891e-06,8.20893e-07,-8.69043e-07,6.05672e-07
2.05,3.74024e-06,7.23463e-07,-9.53171e-07,5.81516e-07
2.06,3.81141e-06,6.5489e-07,-8.71911e-07,5.91177e-07
2.07,3.83724e-06,5.82198e-07,-9.28041e-07,5.52434e-07
2.08,3.83255e-06,5.20463e-07,-9.49462e-07,5.53024e-07
2.09,3.92694e-06,4.44209e-07,-9.93161e-07,5.47605e-07
2.1,3.91072e-06,5.54177e-07,-9.65225e-07,5.42918e-07
2.11,3.99655e-06,5.99714e-07,-9.05014e-07,5.26857e-07
2.12,3.97562e-06,5.81274e-07,-9.90467e-07,5.24904e-07
2.13,3.96768e-06,5.2167e-07,-9.85965e-07,5.23701e-07
2.14,3.92227e-06,5.57547e-07,-1.05735e-06,5.15797e-07
2.15,3.92366e-06,4.61013e-07,-1.13504e-06,5.05185e-07
2.16,4.00789e-06,4.13268e-07,-1.30844e-06,5.09212e-07
2.17,3.86568e-06,4.5639e-07,-1.40546e-06,5.18635e-07
2.18,3.8489e-06,4.93139e-07,-1.45528e-06,5.10231e-07
2.19,3.91078e-06,4.73129e-07,-1.45123e-06,5.21642e-07
2.2,3.94407e-06,4.50778e-07,-1.55826e-06,5.12161e-07
2.21,3.94257e-06,4.66715e-07,-1.58528e-06,5.3805e-07
2.22,3.99445e-06,5.43674e-07,-1.54811e-06,5.38812e-07
2.23,3.99197e-06,6.35257e-07,-1.5e-06,5.51176e-07
2.24,4.03689e-06,5.44271e-07,-1.4606e-06,5.41792e-07
2.25,4.08537e-06,4.21167e-07,-1.36127e-06,5.3655e-07
2.26,4.07471e-06,3.71597e-07,-1.48183e-06,5.42851e-07
2.27,4.14035e-06,4.82245e-07,-1.46685e-06,5.4421e-07
2.28,4.23859e-06,5.52654e-07,-1.54106e-06,5.46444e-07
2.29,4.13328e-06,4.94501e-07,-1.43142e-06,5.73952e-07
2.3,4.23407e-06,5.2723e-07,-1.34956e-06,5.57366e-07
2.31,4.26666e-06,5.8583e-07,-1.44426e-06,5.55473e-07
2.32,4.227e-06,4.37324e-07,-1.43797e-06,5.67823e-07
2.33,4.23195e-06,4.77871e-07,-1.42033e-06,5.64841e-07
2.34,4.24265e-06,4.50894e-07,-1.35855e-06,5.71769e-07
2.35,4.2651e-06,5.55846e-07,-1.39518e-06,5.69167e-07
2.36,4.25872e-06,5.04159e-07,-1.47839e-06,5.84377e-07
2.37,4.22527e-06,4.88626e-07,-1.4318e-06,5.76291e-07
2.38,4.25629e-06,5.35742e-07,-1.43321e-06,5.69293e-07
2.39,4.30531e-06,5.0465e-07,-1.54785e-06,5.71253e-07
2.4,4.25579e-06,6.53619e-07,-1.53177e-06,5.878e-07
2.41,4.26514e-06,5.88525e-07,-1.49794e-06,5.80095e-07
2.42,4.42967e-06,5.33363e-07,-1.59195e-06,5.76249e-07
2.43,4.39485e-06,4.48624e-07,-1.52449e-06,6.13456e-07
2.44,4.3155e-06,4.83099e-07,-1.52885e-06,6.07742e-07
2.45,4.31951e-06,4.88326e-07,-1.52858e-06,5.96899e-07
2.46,4.32391e-06,5.6099e-07,-1.5185e-06,5.90741e-07
2.47,4.21287e-06,5.13799e-07,-1.46516e-06,6.00859e-07
2.48,4.23677e-06,5.88887e-07,-1.43882e-06,5.66876e-07
2.49,4.1212e-06,6.2288e-07,-1.29206e-06,5.64537e-07
2.5,4.12418e-06,5.46462e-07,-1.35574e-06,5.30967e-07
2.51,4.1111e-06,4.26976e-07,-1.28604e-06,5.37177e-07
2.52,4.15365e-06,4.36719e-07,-1.25785e-06,5.30202e-07
2.53,4.22015e-06,3.77754e-07,-1.18297e-06,5.34156e-07
2.54,4.32656e-06,5.37067e-07,-1.08416e-06,5.24019e-07
2.55,4.28477e-06,5.95907e-07,-9.46145e-07,5.3305e-07
2.56,4.29299e-06,6.1089e-07,-9.42938e-07,5.15632e-07
2.57,4.32595e-06,6.19278e-07,-9.34162e-07,5.08454e-07
2.58,4.2889e-06,6.20022e-07,-9.97888e-07,5.14959e-07
2.59,4.29335e-06,6.22378e-07,-9.46171e-07,5.05327e-07
2.6,4.36467e-06,5.91065e-07,-9.48318e-07,4.94371e-07
2.61,4.32604e-06,5.40764e-07,-9.21771e-07,5.14046e-07
2.62,4.2827e-06,5.88186e-07,-9.03904e-07,5.11091e-07
2.63,4.32056e-06,6.37398e-07,-9.83129e-07,5.06528e-07
2.64,4.42991e-06,6.46266e-07,-9.42895e-07,5.05171e-07
2.65,4.41516e-06,6.15984e-07,-9.1063e-07,5.29917e-07
2.66,4.28614e-06,5.91943e-07,-9.22851e-07,5.19814e-07
2.67,4.24512e-06,6.17306e-07,-9.32214e-07,4.89323e-07
2.68,4.21222e-06,5.18393e-07,-1.05971e-06,4.77292e-07
2.69,4.21351e-06,4.18466e-07,-1.0936e-06,4.84169e-07
2.7,4.13627e-06,4.84998e-07,-1.14425e-06,4.97318e-07
2.71,4.13747e-06,5.33392e-07,-1.12204e-06,4.86061e-07
2.72,4.13675e-06,6.18838e-07,-1.09316e-06,4.83573e-07
2.73,4.19426e-06,6.07214e-07,-1.05883e-06,4.87837e-07
2.74,4.21198e-06,6.22932e-07,-1.08041e-06,4.84581e-07
2.75,4.14863e-06,5.6757e-07,-1.04842e-06,4.90014e-07
2.76,4.11535e-06,4.04305e-07,-1.03223e-06,4.67559e-07
2.77,4.04495e-06,3.13272e-07,-9.71239e-07,4.60027e-07
2.78,4.03113e-06,2.12875e-07,-9.14427e-07,4.53503e-07
2.79,3.94655e-06,1.06192e-07,-9.89274e-07,4.55765e-07
2.8,3.92328e-06,1.38892e-07,-9.47727e-07,4.56986e-07
2.81,3.8682e-06,7.71987e-08,-9.13062e-07,4.59886e-07
2.82,3.78188e-06,5.44386e-08,-9.47549e-07,4.70883e-07
2.83,3.65833e-06,1.24391e-07,-9.18684e-07,4.90607e-07
2.84,3.62767e-06,2.10969e-08,-8.87739e-07,5.17518e-07
2.85,3.64482e-06,1.3113e-07,-8.84734e-07,5.18483e-07
2.86,3.60655e-06,1.95437e-07,-8.88342e-07,5.16635e-07
2.87,3.63687e-06,1.42818e-07,-8.70157e-07,5.39984e-07
2.88,3.59383e-06,2.2016e-07,-7.63162e-07,5.25523e-07
2.89,3.63116e-06,2.51877e-07,-7.59272e-07,5.42719e-07
2.9,3.62478e-06,2.14807e-07,-7.70788e-07,5.35043e-07
2.91,3.71694e-06,1.79812e-07,-7.35855e-07,5.12031e-07
2.92,3.79588e-06,9.81206e-08,-6.88081e-07,4.92974e-07
2.93,3.75012e-06,1.11354e-07,-5.93606e-07,4.84722e-07
2.94,3.76758e-06,1.24015e-07,-6.28274e-07,4.89209e-07
2.95,3.70376e-06,8.53573e-08,-5.83187e-07,4.86833e-07
2.96,3.64126e-06,7.65736e-08,-6.05283e-07,4.76555e-07
2.97,3.62001e-06,8.29198e-09,-6.42967e-07,5.03966e-07
2.98,3.65733e-06,6.67096e-08,-6.98983e-07,5.11247e-07
2.99,3.60062e-06,8.96933e-08,-7.18623e-07,4.96605e-07
3,3.68012e-06,-3.13906e-08,-8.46664e-07,5.15883e-07
3.01,3.67259e-06,4.21506e-09,-8.42319e-07,4.84701e-07
3.02,3.56518e-06,-2.1115e-08,-7.40574e-07,4.87678e-07
3.03,3.50295e-06,8.32628e-10,-7.94627e-07,5.30941e-07
3.04,3.61158e-06,-9.34136e-09,-7.50866e-07,5.26435e-07
3.05,3.63693e-06,-4.0562e-08,-8.01208e-07,5.00522e-07
3.06,3.64916e-06,-1.238e-07,-7.13063e-07,4.8466e-07
3.07,3.54932e-06,-2.40782e-08,-7.20232e-07,4.88226e-07
3.08,3.53034e-06,3.11902e-08,-6.9662e-07,4.95241e-07
3.09,3.38946e-06,-6.59584e-08,-7.4571e-07,4.90035e-07
3.1,3.43373e-06,-1.35161e-07,-7.49804e-07,5.4684e-07
3.11,3.41709e-06,-1.57987e-07,-7.83841e-07,5.12551e-07
3.12,3.46982e-06,-2.62787e-07,-7.45131e-07,5.18448e-07
3.13,3.36625e-06,-2.5494e-07,-7.56891e-07,4.97023e-07
3.14,3.25039e-06,-2.07597e-07,-8.07362e-07,5.28977e-07
3.15,3.26665e-06,-2.21541e-07,-7.35684e-07,5.46483e-07
3.16,3.1446e-06,-2.6728e-07,-7.52268e-07,5.6561e-07
3.17,3.09809e-06,-2.10465e-07,-6.86542e-07,6.16852e-07
3.18,3.06926e-06,-1.58529e-07,-6.2543e-07,6.63595e-07
3.19,3.03084e-06,-1.0866e-07,-6.5804e-07,6.85946e-07
3.2,3.03542e-06,-2.9666e-08,-5.9048e-07,7.14815e-07
3.21,3.08407e-06,-2.78993e-08,-6.04422e-07,7.35548e-07
3.22,3.20912e-06,-4.17705e-08,-5.19264e-07,7.32583e-07
3.23,3.25169e-06,4.41152e-08,-6.3718e-07,6.50521e-07
3.24,3.30816e-06,7.48409e-08,-6.71833e-07,7.28146e-07
3.25,3.24343e-06,4.02499e-08,-7.02733e-07,5.91829e-07
3.26,3.17558e-06,6.58436e-08,-6.42981e-07,6.13068e-07
3.27,3.19848e-06,1.51207e-07,-6.9892e-07,6.41168e-07
3.28,3.18658e-06,1.09094e-07,-7.03611e-07,6.41439e-07
3.29,3.13335e-06,1.00043e-07,-7.32764e-07,6.59563e-07
3.3,3.17854e-06,2.36026e-07,-9.27727e-07,6.52484e-07
3.31,3.13508e-06,1.52662e-07,-8.03828e-07,6.07284e-07
3.32,3.12406e-06,2.62299e-07,-8.36032e-07,6.21587e-07
3.33,3.14761e-06,3.77693e-07,-7.83867e-07,6.32117e-07
3.34,3.14851e-06,4.92112e-07,-7.50715e-07,6.14272e-07
3.35,3.12721e-06,4.01381e-07,-6.93962e-07,6.1402e-07
3.36,3.16798e-06,3.62723e-07,-7.39097e-07,6.3689e-07
3.37,3.07582e-06,4.08127e-07,-6.34758e-07,6.14222e-07
3.38,3.17952e-06,4.18495e-07,-6.83622e-07,6.64308e-07
3.39,3.20674e-06,3.69396e-07,-7.08023e-07,6.1412e-07
3.4,3.19823e-06,3.35608e-07,-7.72666e-07,6.16459e-07
3.41,3.13336e-06,2.96072e-07,-7.48609e-07,6.03374e-07
3.42,3.03136e-06,2.96115e-07,-8.23407e-07,6.70651e-07
3.43,3.05603e-06,2.49772e-07,-7.20344e-07,6.96689e-07
3.44,3.0901e-06,2.59247e-07,-7.736e-07,6.8981e-07
3.45,3.10134e-06,2.60036e-07,-7.64495e-07,6.62382e-07
3.46,3.05346e-06,3.22355e-07,-7.32686e-07,6.39585e-07
3.47,3.05132e-06,3.24769e-07,-7.61665e-07,6.48752e-07
3.48,3.13116e-06,3.42328e-07,-8.02062e-07,6.51343e-07
3.49,3.00139e-06,3.00827e-07,-7.67098e-07,6.15579e-07
3.5,3.05653e-06,2.43677e-07,-8.52872e-07,6.7256e-07
3.51,3.10612e-06,2.76341e-07,-8.71883e-07,6.43243e-07
3.52,3.12954e-06,2.7945e-07,-8.88784e-07,6.23577e-07
3.53,3.07007e-06,2.37307e-07,-9.36002e-07,6.22871e-07
3.54,3.04049e-06,3.09854e-07,-9.77872e-07,6.40515e-07
3.55,3.00527e-06,3.30605e-07,-1.07027e-06,6.44079e-07
3.56,3.01498e-06,4.84226e-07,-1.00466e-06,6.4176e-07
3.57,2.95328e-06,4.60855e-07,-1.04781e-06,6.35307e-07
3.58,2.95297e-06,5.25527e-07,-1.04622e-06,6.43021e-07
3.59,3.04389e-06,5.24356e-07,-9.38332e-07,6.42619e-07
3.6,3.04901e-06,5.37888e-07,-9.76174e-07,6.09508e-07
3.61,2.88711e-06,6.17865e-07,-9.5881e-07,6.19824e-07
3.62,2.84836e-06,4.94285e-07,-9.56494e-07,6.69004e-07
3.63,2.84097e-06,4.97949e-07,-9.47139e-07,6.90921e-07
3.64,2.71671e-06,4.30749e-07,-9.15776e-07,6.92478e-07
3.65,2.80425e-06,4.09198e-07,-8.79016e-07,7.63513e-07
3.66,2.79793e-06,3.99727e-07,-7.95348e-07,7.32652e-07
3.67,2.94326e-06,3.72091e-07,-7.96069e-07,7.31719e-07
3.68,2.92872e-06,4.13387e-07,-6.89394e-07,6.86491e-07
3.69,2.84898e-06,4.39076e-07,-6.03364e-07,7.02194e-07
3.7,2.91811e-06,4.86059e-07,-5.56581e-07,7.27699e-07
3.71,3.06538e-06,5.89003e-07,-5.05603e-07,7.21121e-07
3.72,3.14691e-06,5.78144e-07,-5.64529e-07,6.41793e-07
3.73,3.08519e-06,5.71147e-07,-5.44657e-07,6.06154e-07
3.74,3.12891e-06,6.49794e-07,-4.58711e-07,6.42476e-07
3.75,3.04977e-06,7.53814e-07,-4.77503e-07,6.2114e-07
3.76,2.98989e-06,6.63126e-07,-4.34029e-07,6.53792e-07
