t,x,y,z,v
3.58,-8.04117e-07,-1.27413e-06,-9.41516e-07,4.57596e-07
3.59,-8.67775e-07,-1.19515e-06,-8.90034e-07,4.59983e-07
3.6,-8.86981e-07,-1.19569e-06,-9.99761e-07,4.58352e-07
3.61,-8.86945e-07,-1.25959e-06,-9.97866e-07,4.52761e-07
3.62,-8.97169e-07,-1.22035e-06,-8.9441e-07,4.60843e-07
3.63,-9.00048e-07,-1.20548e-06,-1.00519e-06,4.52371e-07
3.64,-9.89221e-07,-1.08999e-06,-1.05416e-06,4.59804e-07
3.65,-1.12073e-06,-1.10894e-06,-9.29033e-07,4.6308e-07
3.66,-1.12105e-06,-1.04712e-06,-9.07397e-07,4.56862e-07
3.67,-1.11716e-06,-1.0968e-06,-8.54982e-07,4.5962e-07
3.68,-1.04434e-06,-1.15466e-06,-8.10986e-07,4.62501e-07
3.69,-1.10873e-06,-1.21499e-06,-9.53058e-07,4.59203e-07
3.7,-1.04486e-06,-1.28099e-06,-1.00848e-06,4.52898e-07
3.71,-1.0372e-06,-1.28345e-06,-9.95477e-07,4.53073e-07
3.72,-9.69271e-07,-1.27219e-06,-1.10643e-06,4.59052e-07
3.73,-8.9944e-07,-1.29092e-06,-1.16232e-06,4.64908e-07
3.74,-8.50673e-07,-1.21645e-06,-1.21114e-06,4.57037e-07
3.75,-7.90512e-07,-1.21535e-06,-1.16829e-06,4.59016e-07
3.76,-8.36328e-07,-1.23891e-06,-1.25171e-06,4.58609e-07
3.77,-8.28661e-07,-1.23462e-06,-1.41723e-06,4.55225e-07
3.78,-8.41755e-07,-1.32643e-06,-1.39784e-06,4.57373e-07
3.79,-9.1621e-07,-1.39225e-06,-1.3402e-06,4.58816e-07
3.8,-9.44923e-07,-1.46375e-06,-1.25263e-06,4.57047e-07
3.81,-1.0236e-06,-1.39279e-06,-1.18575e-06,4.63726e-07
3.82,-1.12349e-06,-1.41801e-06,-1.21378e-06,4.56002e-07
3.83,-1.14162e-06,-1.40688e-06,-1.1968e-06,4.60282e-07
3.84,-1.18656e-06,-1.39098e-06,-1.14021e-06,4.56955e-07
3.85,-1.07895e-06,-1.4059e-06,-1.1623e-06,4.56429e-07
3.86,-1.15363e-06,-1.50947e-06,-1.16907e-06,4.5865e-07
3.87,-1.11531e-06,-1.64032e-06,-1.10498e-06,4.58949e-07
3.88,-1.09913e-06,-1.64272e-06,-1.1257e-06,4.60028e-07
3.89,-1.07248e-06,-1.61068e-06,-1.21766e-06,4.61556e-07
3.9,-1.02608e-06,-1.63607e-06,-1.32281e-06,4.60793e-07
3.91,-1.0701e-06,-1.69954e-06,-1.3158e-06,4.63419e-07
3.92,-1.10489e-06,-1.75828e-06,-1.35476e-06,4.61471e-07
3.93,-1.03661e-06,-1.72502e-06,-1.40501e-06,4.62079e-07
3.94,-1.03409e-06,-1.73487e-06,-1.42717e-06,4.59135e-07
3.95,-1.01044e-06,-1.75456e-06,-1.47499e-06,4.62131e-07
3.96,-8.53337e-07,-1.8466e-06,-1.44549e-06,4.64568e-07
3.97,-8.5727e-07,-1.87344e-06,-1.47073e-06,4.61997e-07
3.98,-9.20238e-07,-1.89303e-06,-1.53484e-06,4.58989e-07
3.99,-9.08834e-07,-1.89391e-06,-1.52149e-06,4.54896e-07
4,-9.05752e-07,-1.96798e-06,-1.59745e-06,4.57423e-07
4.01,-9.06812e-07,-1.96985e-06,-1.55755e-06,4.63273e-07
4.02,-9.79076e-07,-1.85434e-06,-1.60702e-06,4.58186e-07
4.03,-1.01428e-06,-1.82653e-06,-1.72634e-06,4.629e-07
4.04,-9.52647e-07,-1.84888e-06,-1.68568e-06,4.65778e-07
4.05,-1.07723e-06,-1.83731e-06,-1.7204e-06,4.59209e-07
4.06,-9.81672e-07,-1.74891e-06,-1.7159e-06,4.56947e-07
4.07,-9.83052e-07,-1.70083e-06,-1.72308e-06,4.60931e-07
4.08,-9.6342e-07,-1.74524e-06,-1.76893e-06,4.62303e-07
4.09,-8.92489e-07,-1.6667e-06,-1.77195e-06,4.62599e-07
4.1,-8.91402e-07,-1.76482e-06,-1.78837e-06,4.63275e-07
4.11,-8.82649e-07,-1.80893e-06,-1.82242e-06,4.54187e-07
4.12,-8.61214e-07,-1.76394e-06,-1.79407e-06,4.58693e-07
4.13,-9.11598e-07,-1.71739e-06,-1.77114e-06,4.60909e-07
4.14,-9.45063e-07,-1.62082e-06,-1.70903e-06,4.61869e-07
4.15,-1.07026e-06,-1.66589e-06,-1.7538e-06,4.57198e-07
4.16,-9.80464e-07,-1.67475e-06,-1.73412e-06,4.61014e-07
4.17,-1.01419e-06,-1.53192e-06,-1.71257e-06,4.61973e-07
4.18,-9.59975e-07,-1.48186e-06,-1.68111e-06,4.61281e-07
4.19,-9.43341e-07,-1.39965e-06,-1.77889e-06,4.62955e-07
4.2,-8.29498e-07,-1.39805e-06,-1.85403e-06,4.62293e-07
4.21,-7.96813e-07,-1.4471e-06,-1.83152e-06,4.60444e-07
4.22,-7.46983e-07,-1.45925e-06,-1.83914e-06,4.60615e-07
4.23,-8.17525e-07,-1.48936e-06,-1.86804e-06,4.56188e-07
4.24,-7.48651e-07,-1.46948e-06,-1.89922e-06,4.58963e-07
4.25,-7.52147e-07,-1.50973e-06,-1.7946e-06,4.55284e-07
4.26,-7.30183e-07,-1.59373e-06,-1.76689e-06,4.55004e-07
4.27,-7.59333e-07,-1.74372e-06,-1.72373e-06,4.63022e-07
4.28,-7.96409e-07,-1.70523e-06,-1.77042e-06,4.60063e-07
4.29,-7.21291e-07,-1.68255e-06,-1.82798e-06,4.61842e-07
4.3,-7.40982e-07,-1.76287e-06,-1.75492e-06,4.61012e-07
4.31,-7.60824e-07,-1.78061e-06,-1.66691e-06,4.58756e-07
4.32,-7.74376e-07,-1.71329e-06,-1.55212e-06,4.56382e-07
4.33,-7.68174e-07,-1.72919e-06,-1.57686e-06,4.63477e-07
4.34,-7.70042e-07,-1.67002e-06,-1.56945e-06,4.5855e-07
4.35,-8.24883e-07,-1.54355e-06,-1.50468e-06,4.66772e-07
4.36,-8.45418e-07,-1.46236e-06,-1.55164e-06,4.56847e-07
4.37,-8.17478e-07,-1.37239e-06,-1.60879e-06,4.56998e-07
4.38,-8.50615e-07,-1.45665e-06,-1.63867e-06,4.54762e-07
4.39,-8.43086e-07,-1.52969e-06,-1.53985e-06,4.58896e-07
4.4,-8.30092e-07,-1.51034e-06,-1.46434e-06,4.59986e-07
4.41,-8.3114e-07,-1.52699e-06,-1.51173e-06,4.5823e-07
4.42,-7.93457e-07,-1.44726e-06,-1.56791e-06,4.59764e-07
4.43,-7.97018e-07,-1.41862e-06,-1.66369e-06,4.5841e-07
4.44,-8.13911e-07,-1.46367e-06,-1.66821e-06,4.5699e-07
4.45,-7.48822e-07,-1.37508e-06,-1.77124e-06,4.57751e-07
4.46,-7.7506e-07,-1.37952e-06,-1.72514e-06,4.58724e-07
4.47,-6.73864e-07,-1.37075e-06,-1.77664e-06,4.63017e-07
4.48,-6.57496e-07,-1.3767e-06,-1.72062e-06,4.58022e-07
4.49,-7.45188e-07,-1.3586e-06,-1.80374e-06,4.59469e-07
4.5,-6.45174e-07,-1.35335e-06,-1.72511e-06,4.59002e-07
4.51,-6.19713e-07,-1.28696e-06,-1.81148e-06,4.61994e-07
4.52,-6.29221e-07,-1.27663e-06,-1.81396e-06,4.56364e-07
4.53,-5.67279e-07,-1.23556e-06,-1.76684e-06,4.62056e-07
4.54,-6.35388e-07,-1.20985e-06,-1.70174e-06,4.56655e-07
4.55,-6.49459e-07,-1.19629e-06,-1.79391e-06,4.53993e-07
4.56,-6.40616e-07,-1.21669e-06,-1.73559e-06,4.62675e-07
4.57,-6.78289e-07,-1.17525e-06,-1.64571e-06,4.646e-07
4.58,-7.97526e-07,-1.17473e-06,-1.71896e-06,4.66604e-07
4.59,-7.59417e-07,-1.24789e-06,-1.80978e-06,4.5672e-07
4.6,-7.53473e-07,-1.19682e-06,-1.85085e-06,4.60148e-07
4.61,-7.1771e-07,-1.08546e-06,-1.95543e-06,4.56897e-07
4.62,-7.03547e-07,-1.08924e-06,-2.08397e-06,4.52728e-07
4.63,-8.20467e-07,-1.15313e-06,-1.95001e-06,4.58325e-07
4.64,-8.13373e-07,-1.13268e-06,-2.08748e-06,4.58573e-07
4.65,-7.12368e-07,-1.132e-06,-2.08066e-06,4.61744e-07
4.66,-6.22191e-07,-1.13176e-06,-2.03393e-06,4.66168e-07
4.67,-5.26153e-07,-1.14041e-06,-2.03216e-06,4.64401e-07
4.68,-5.47778e-07,-1.06286e-06,-1.97751e-06,4.60041e-07
4.69,-5.38694e-07,-1.06431e-06,-2.01757e-06,4.60916e-07
4.7,-5.53475e-07,-1.00801e-06,-2.00735e-06,4.61171e-07
4.71,-4.76862e-07,-1.04334e-06,-2.07965e-06,4.60772e-07
4.72,-5.03255e-07,-9.60793e-07,-2.02941e-06,4.57582e-07
4.73,-5.10361e-07,-1.01535e-06,-2.0871e-06,4.59944e-07
4.74,-4.66925e-07,-1.03015e-06,-2.12783e-06,4.58209e-07
4.75,-4.03138e-07,-9.85439e-07,-2.1087e-06,4.61234e-07
4.76,-4.13921e-07,-9.69419e-07,-2.12888e-06,4.6147e-07
4.77,-3.95332e-07,-1.04604e-06,-2.19222e-06,4.63047e-07
4.78,-3.86772e-07,-1.0053e-06,-2.21486e-06,4.61701e-07
4.79,-3.27098e-07,-1.00239e-06,-2.2274e-06,4.63391e-07
4.8,-3.43287e-07,-9.08374e-07,-2.25694e-06,4.60152e-07
4.81,-3.47235e-07,-9.35763e-07,-2.21252e-06,4.6591e-07
4.82,-2.78877e-07,-9.09278e-07,-2.21422e-06,4.66273e-07
4.83,-1.9631e-07,-8.34479e-07,-2.09286e-06,4.57719e-07
4.84,-2.46529e-07,-7.79798e-07,-2.14787e-06,4.6235e-07
4.85,-1.89766e-07,-8.33415e-07,-2.13254e-06,4.58834e-07
4.86,-1.96902e-07,-8.49904e-07,-2.09824e-06,4.57759e-07
4.87,-2.27114e-07,-9.83259e-07,-2.09697e-06,4.60955e-07
4.88,-1.93438e-07,-1.03313e-06,-2.05287e-06,4.57832e-07
4.89,-1.4712e-07,-1.02863e-06,-2.06626e-06,4.62465e-07
4.9,-1.36552e-07,-1.17488e-06,-2.11881e-06,4.60682e-07
4.91,-1.49805e-07,-1.1234e-06,-2.06467e-06,4.57343e-07
4.92,-1.58803e-07,-1.22406e-06,-2.02587e-06,4.59942e-07
4.93,-1.69393e-07,-1.19117e-06,-1.92244e-06,4.55198e-07
4.94,-1.85559e-07,-1.14828e-06,-1.99501e-06,4.60749e-07
4.95,-2.20666e-07,-1.15747e-06,-2.07377e-06,4.61032e-07
4.96,-2.17613e-07,-1.15383e-06,-2.02909e-06,4.57808e-07
4.97,-1.79543e-07,-1.27132e-06,-1.9676e-06,4.57022e-07
4.98,-2.73535e-07,-1.17907e-06,-1.89121e-06,4.59768e-07
4.99,-1.60637e-07,-1.05619e-06,-1.91093e-06,4.61221e-07
5,-1.25915e-07,-1.10315e-06,-1.8982e-06,4.57271e-07
5.01,-1.54716e-07,-1.1057e-06,-1.9672e-06,4.52487e-07
5.02,-2.44562e-07,-1.06854e-06,-1.97997e-06,4.58048e-07
5.03,-2.88999e-07,-1.05989e-06,-2.0514e-06,4.6257e-07
5.04,-2.76521e-07,-1.11169e-06,-2.03047e-06,4.6272e-07
5.05,-1.63905e-07,-1.07379e-06,-1.99417e-06,4.6378e-07
5.06,-3.51535e-08,-1.07552e-06,-1.9517e-06,4.5875e-07
5.07,-2.8547e-08,-1.15258e-06,-1.89542e-06,4.65315e-07
5.08,-8.59093e-08,-1.19816e-06,-1.96968e-06,4.65814e-07
5.09,-1.17056e-07,-1.14177e-06,-1.98476e-06,4.57572e-07
5.1,-4.66534e-08,-1.12638e-06,-2.10227e-06,4.57011e-07
5.11,5.48187e-08,-1.06306e-06,-2.13917e-06,4.6205e-07
5.12,3.96933e-08,-1.04148e-06,-2.11353e-06,4.6231e-07
5.13,4.19223e-08,-1.04748e-06,-2.06159e-06,4.65503e-07
5.14,3.30296e-08,-1.08784e-06,-2.02328e-06,4.62842e-07
5.15,6.84233e-08,-9.82217e-07,-2.01513e-06,4.64154e-07
5.16,-3.42008e-08,-9.93301e-07,-1.92967e-06,4.59957e-07
5.17,-1.03247e-07,-1.10783e-06,-2.02148e-06,4.63924e-07
5.18,-6.42029e-08,-1.06905e-06,-1.86646e-06,4.59233e-07
5.19,5.357e-09,-1.07321e-06,-1.93834e-06,4.61479e-07
5.2,-3.81714e-08,-1.12925e-06,-1.98755e-06,4.6385e-07
5.21,-2.46633e-08,-1.1903e-06,-1.93312e-06,4.62096e-07
5.22,1.85755e-08,-1.08985e-06,-2.00057e-06,4.56037e-07
5.23,1.96306e-08,-1.01903e-06,-2.04761e-06,4.66956e-07
5.24,-2.55134e-08,-1.01791e-06,-2.09038e-06,4.59339e-07
5.25,-1.74714e-08,-9.79956e-07,-2.25296e-06,4.641e-07
5.26,3.08067e-08,-1.05724e-06,-2.32367e-06,4.61476e-07
5.27,1.03144e-08,-1.04556e-06,-2.25976e-06,4.61356e-07
5.28,1.25775e-07,-9.44511e-07,-2.31593e-06,4.64454e-07
5.29,1.78465e-07,-9.28093e-07,-2.28356e-06,4.59103e-07
5.3,1.10055e-07,-8.57297e-07,-2.33464e-06,4.56872e-07
5.31,1.0486e-07,-8.31453e-07,-2.3539e-06,4.55651e-07
5.32,4.9785e-08,-7.54705e-07,-2.307e-06,4.57698e-07
5.33,1.31376e-07,-6.98004e-07,-2.22038e-06,4.63174e-07
5.34,1.46475e-07,-6.33543e-07,-2.19682e-06,4.57809e-07
5.35,4.25951e-08,-6.59584e-07,-2.11467e-06,4.54138e-07
5.36,-6.68136e-08,-5.69444e-07,-2.21848e-06,4.58106e-07
5.37,-1.28345e-07,-5.56663e-07,-2.22233e-06,4.57206e-07
5.38,-2.96857e-07,-5.00233e-07,-2.18836e-06,4.58115e-07
5.39,-1.64615e-07,-4.20686e-07,-2.12217e-06,4.66503e-07
5.4,-7.35597e-08,-4.94594e-07,-2.18884e-06,4.61434e-07
5.41,-8.4109e-08,-5.46951e-07,-2.21076e-06,4.58349e-07
5.42,-1.03135e-07,-6.43081e-07,-2.13924e-06,4.61904e-07
5.43,-1.22622e-07,-6.82753e-07,-2.15423e-06,4.59202e-07
5.44,-1.04312e-07,-6.52569e-07,-2.16073e-06,4.57134e-07
5.45,-2.27422e-07,-6.61358e-07,-2.21048e-06,4.52806e-07
5.46,-2.0871e-07,-5.73841e-07,-2.13947e-06,4.57806e-07
5.47,-2.54883e-07,-6.32201e-07,-2.08717e-06,4.54078e-07
5.48,-2.55662e-07,-7.50105e-07,-2.21764e-06,4.64549e-07
5.49,-1.89858e-07,-7.28148e-07,-2.3062e-06,4.60545e-07
5.5,-1.61833e-07,-8.65251e-07,-2.2417e-06,4.59214e-07
5.51,-1.96033e-07,-6.8409e-07,-2.3522e-06,4.61713e-07
5.52,-2.2706e-07,-6.95425e-07,-2.39002e-06,4.62875e-07
5.53,-1.43732e-07,-5.85798e-07,-2.31995e-06,4.64581e-07
5.54,-1.32312e-07,-5.33918e-07,-2.34801e-06,4.56762e-07
5.55,-1.00643e-07,-4.93092e-07,-2.19271e-06,4.53588e-07
5.56,-1.63442e-07,-5.13885e-07,-2.15219e-06,4.61564e-07
5.57,-1.64331e-07,-4.70638e-07,-2.06364e-06,4.62657e-07
5.58,-1.09085e-07,-3.58734e-07,-2.00142e-06,4.63687e-07
5.59,-3.36843e-09,-3.46835e-07,-1.96835e-06,4.63976e-07
5.6,2.47272e-09,-2.99402e-07,-1.94166e-06,4.56974e-07
5.61,7.60945e-08,-3.40424e-07,-1.96137e-06,4.62296e-07
5.62,-1.01687e-07,-2.95712e-07,-1.89467e-06,4.60724e-07
5.63,-8.47617e-08,-2.48929e-07,-1.96076e-06,4.60447e-07
5.64,-1.65461e-07,-3.3767e-07,-1.9517e-06,4.61953e-07
5.65,-1.4781e-07,-3.8493e-07,-1.91321e-06,4.52058e-07
5.66,-1.30643e-07,-3.62633e-07,-1.99059e-06,4.5938e-07
5.67,-1.06316e-07,-4.47979e-07,-2.00913e-06,4.6165e-07
5.68,-2.73818e-10,-4.11999e-07,-2.01395e-06,4.59331e-07
5.69,1.97076e-08,-4.3703e-07,-1.92772e-06,4.64234e-07
5.7,7.68545e-08,-3.51187e-07,-1.99426e-06,4.65805e-07
5.71,1.03324e-08,-4.45563e-07,-1.96736e-06,4.62448e-07
5.72,7.49406e-08,-4.27755e-07,-2.1988e-06,4.66837e-07
5.73,1.40297e-07,-3.9751e-07,-2.17209e-06,4.61776e-07
5.74,3.20843e-08,-4.37659e-07,-2.16824e-06,4.59856e-07
5.75,-3.91859e-08,-3.42697e-07,-2.25222e-06,4.65182e-07
5.76,1.27764e-07,-2.92274e-07,-2.2235e-06,4.6355e-07
5.77,7.30608e-08,-2.17518e-07,-2.24187e-06,4.63138e-07
5.78,1.17842e-07,-2.93184e-07,-2.21067e-06,4.56635e-07
5.79,1.11289e-07,-2.60026e-07,-2.23603e-06,4.60063e-07
5.8,1.12963e-07,-1.63675e-07,-2.29233e-06,4.5475e-07
5.81,1.7262e-07,-5.28002e-08,-2.24861e-06,4.58066e-07
5.82,2.96199e-07,-1.26568e-07,-2.25533e-06,4.55234e-07
5.83,3.26027e-07,-1.06154e-07,-2.23131e-06,4.63424e-07
5.84,3.40874e-07,-1.71641e-07,-2.34562e-06,4.67566e-07
5.85,3.96816e-07,-1.25769e-07,-2.38077e-06,4.65425e-07
5.86,4.29675e-07,-1.61125e-07,-2.41819e-06,4.58592e-07
5.87,3.59295e-07,-1.70669e-07,-2.43852e-06,4.52927e-07
5.88,4.14271e-07,-8.83341e-08,-2.44157e-06,4.61176e-07
5.89,4.47307e-07,-1.10239e-07,-2.38975e-06,4.63184e-07
5.9,4.23257e-07,7.46506e-09,-2.48946e-06,4.59498e-07
5.91,5.30184e-07,4.9618e-08,-2.46583e-06,4.60607e-07
5.92,4.99879e-07,2.10707e-08,-2.46381e-06,4.55005e-07
5.93,4.77683e-07,1.64295e-08,-2.43445e-06,4.5968e-07
5.94,4.95881e-07,7.41938e-08,-2.47021e-06,4.58958e-07
5.95,4.56103e-07,7.42051e-08,-2.4423e-06,4.56662e-07
5.96,3.76912e-07,1.84145e-07,-2.42523e-06,4.58826e-07
5.97,3.53577e-07,2.94559e-07,-2.44572e-06,4.624e-07
5.98,2.56122e-07,3.35482e-07,-2.44592e-06,4.64132e-07
5.99,2.269e-07,2.96085e-07,-2.28989e-06,4.59442e-07
6,1.4565e-07,3.40889e-07,-2.39381e-06,4.63602e-07
6.01,1.36045e-07,2.63612e-07,-2.46354e-06,4.62917e-07
6.02,8.95187e-08,1.71694e-07,-2.50472e-06,4.60742e-07
6.03,1.02723e-07,2.27804e-07,-2.54955e-06,4.62851e-07
6.04,1.00438e-07,7.163e-08,-2.48601e-06,4.56426e-07
6.05,1.32089e-07,1.97743e-08,-2.55668e-06,4.56718e-07
6.06,9.42818e-08,5.38449e-08,-2.53349e-06,4.53868e-07
6.07,7.88923e-08,5.57843e-08,-2.61545e-06,4.63335e-07
6.08,6.7007e-09,4.97518e-08,-2.58727e-06,4.53724e-07
6.09,-8.97761e-08,1.72469e-07,-2.69169e-06,4.63941e-07
6.1,-8.28815e-08,2.32287e-07,-2.7256e-06,4.55676e-07
6.11,-1.13784e-07,2.57183e-07,-2.72886e-06,4.57418e-07
6.12,-2.03289e-07,3.10967e-07,-2.82962e-06,4.60153e-07
6.13,-3.40236e-07,4.20957e-07,-2.83948e-06,4.59139e-07
6.14,-2.71173e-07,3.86826e-07,-2.80701e-06,4.64946e-07
6.15,-2.89271e-07,2.72768e-07,-2.70498e-06,4.61306e-07
6.16,-2.7677e-07,2.39862e-07,-2.59192e-06,4.61591e-07
6.17,-3.63336e-07,3.02056e-07,-2.55515e-06,4.60946e-07
6.18,-3.64129e-07,2.39965e-07,-2.6664e-06,4.62952e-07
6.19,-3.54349e-07,2.67093e-07,-2.68082e-06,4.61768e-07
6.2,-1.72507e-07,1.85929e-07,-2.6541e-06,4.60712e-07
6.21,-9.1242e-08,1.827e-07,-2.60065e-06,4.60177e-07
6.22,-4.53006e-08,1.50737e-07,-2.61011e-06,4.50521e-07
6.23,-8.35341e-08,7.01893e-08,-2.61579e-06,4.59471e-07
6.24,-2.94813e-08,3.41154e-08,-2.67686e-06,4.60298e-07
6.25,-6.41645e-08,7.97778e-08,-2.62742e-06,4.65191e-07
6.26,-1.02869e-07,1.03116e-07,-2.53818e-06,4.62377e-07
6.27,-6.6634e-08,2.08173e-07,-2.50769e-06,4.54002e-07
6.28,4.36532e-08,1.8696e-07,-2.54877e-06,4.59888e-07
6.29,1.1424e-07,1.88536e-07,-2.63203e-06,4.642e-07
6.3,1.91681e-07,1.70818e-07,-2.64058e-06,4.54682e-07
6.31,2.74082e-07,1.8773e-07,-2.74793e-06,4.58511e-07
6.32,2.35923e-07,1.70907e-07,-2.71241e-06,4.67002e-07
6.33,3.20937e-07,1.08158e-07,-2.74405e-06,4.5189e-07
6.34,2.69705e-07,1.01154e-07,-2.70641e-06,4.62257e-07
6.35,3.70213e-07,9.44826e-08,-2.64832e-06,4.61927e-07
6.36,4.30394e-07,2.203e-07,-2.62334e-06,4.58915e-07
6.37,4.16129e-07,2.6598e-07,-2.68669e-06,4.60818e-07
6.38,3.96596e-07,2.40607e-07,-2.80005e-06,4.62298e-07
6.39,3.65823e-07,2.06232e-07,-2.74815e-06,4.62595e-07
6.4,4.02767e-07,2.16908e-07,-2.68058e-06,4.63335e-07
6.41,3.69991e-07,1.36316e-07,-2.76837e-06,4.6251e-07
6.42,4.01107e-07,4.25775e-08,-2.76163e-06,4.59624e-07
6.43,3.64979e-07,3.88564e-08,-2.82979e-06,4.62205e-07
6.44,4.03937e-07,1.16918e-08,-2.82753e-06,4.59785e-07
6.45,3.48676e-07,8.49932e-08,-2.78281e-06,4.59798e-07
6.46,3.22105e-07,1.35603e-07,-2.90003e-06,4.63867e-07
6.47,2.62236e-07,1.30247e-07,-2.85492e-06,4.62732e-07
6.48,2.52369e-07,1.72803e-07,-2.82328e-06,4.54995e-07
6.49,2.1501e-07,1.99932e-07,-3.00356e-06,4.53842e-07
6.5,1.45904e-07,2.12021e-07,-3.13878e-06,4.57323e-07
6.51,2.62844e-07,2.06942e-07,-3.14695e-06,4.58098e-07
6.52,3.35023e-07,2.52998e-07,-2.9971e-06,4.56894e-07
6.53,2.63375e-07,3.20259e-07,-2.89178e-06,4.63758e-07
6.54,2.71001e-07,3.41165e-07,-2.81143e-06,4.64569e-07
6.55,3.15152e-07,2.75747e-07,-2.74704e-06,4.62402e-07
6.56,3.16268e-07,2.91769e-07,-2.85963e-06,4.6303e-07
6.57,4.41848e-07,2.45536e-07,-2.86408e-06,4.63472e-07
6.58,2.96359e-07,2.83828e-07,-2.77453e-06,4.59551e-07
6.59,4.51716e-07,3.48043e-07,-2.71433e-06,4.61999e-07
6.6,5.44377e-07,3.51892e-07,-2.7377e-06,4.65523e-07
6.61,5.20108e-07,3.63878e-07,-2.85859e-06,4.65137e-07
6.62,5.54029e-07,3.36643e-07,-2.89715e-06,4.59201e-07
6.63,4.6311e-07,3.22691e-07,-2.8774e-06,4.65416e-07
6.64,4.02477e-07,4.33314e-07,-2.96761e-06,4.58105e-07
6.65,4.14356e-07,4.28211e-07,-3.00501e-06,4.6144e-07
6.66,3.77291e-07,3.86183e-07,-3.08616e-06,4.59241e-07
6.67,3.4527e-07,3.14625e-07,-3.17359e-06,4.62755e-07
6.68,4.24143e-07,2.22774e-07,-3.19838e-06,4.63496e-07
6.69,4.52645e-07,2.46089e-07,-3.33566e-06,4.60642e-07
6.7,5.73184e-07,1.30826e-07,-3.31712e-06,4.59852e-07
6.71,5.55892e-07,1.51015e-07,-3.38783e-06,4.56891e-07
6.72,5.94513e-07,9.77468e-08,-3.39394e-06,4.58209e-07
6.73,5.65191e-07,1.62797e-07,-3.33461e-06,4.61244e-07
6.74,6.24708e-07,2.64673e-07,-3.32911e-06,4.54504e-07
6.75,6.66865e-07,1.68546e-07,-3.48269e-06,4.55883e-07
6.76,7.12523e-07,1.74103e-07,-3.47816e-06,4.66757e-07
6.77,7.32068e-07,1.7892e-07,-3.54252e-06,4.63105e-07
6.78,8.10224e-07,9.351e-08,-3.6248e-06,4.57626e-07
6.79,7.54556e-07,1.56715e-07,-3.63668e-06,4.58647e-07
6.8,7.38908e-07,1.92006e-07,-3.67509e-06,4.58132e-07
6.81,6.57572e-07,1.80759e-07,-3.63591e-06,4.61607e-07
6.82,6.80879e-07,1.4927e-07,-3.62914e-06,4.67207e-07
6.83,7.02477e-07,1.54163e-07,-3.55593e-06,4.64219e-07
6.84,6.01146e-07,1.67331e-07,-3.49663e-06,4.66364e-07
6.85,5.40502e-07,2.31475e-07,-3.61126e-06,4.58046e-07
6.86,6.02679e-07,1.0023e-07,-3.61226e-06,4.58099e-07
6.87,5.25991e-07,1.25138e-07,-3.67815e-06,4.5267e-07
6.88,4.69016e-07,1.05205e-07,-3.75302e-06,4.54525e-07
6.89,5.19431e-07,2.52318e-08,-3.72821e-06,4.57768e-07
6.9,5.79252e-07,1.12139e-07,-3.85535e-06,4.54662e-07
6.91,5.61443e-07,1.59064e-07,-3.85749e-06,4.62257e-07
6.92,5.04483e-07,1.86667e-07,-3.93463e-06,4.59491e-07
6.93,5.46663e-07,1.58465e-07,-3.81572e-06,4.59161e-07
6.94,5.06424e-07,1.91546e-07,-3.88846e-06,4.58097e-07
6.95,4.39278e-07,7.5831e-08,-3.85188e-06,4.60991e-07
6.96,4.37323e-07,3.08128e-08,-3.85999e-06,4.59011e-07
6.97,4.70522e-07,4.2612e-09,-3.84815e-06,4.57901e-07
6.98,4.99588e-07,-6.75221e-09,-3.86124e-06,4.56517e-07
6.99,5.04397e-07,9.24327e-09,-3.89071e-06,4.63909e-07
7,5.04005e-07,-6.13945e-08,-3.85742e-06,4.62473e-07
7.01,4.56612e-07,-4.75535e-08,-3.81672e-06,4.58196e-07
7.02,4.15367e-07,-5.95046e-08,-3.78897e-06,4.56636e-07
7.03,3.85021e-07,-1.00067e-07,-3.68642e-06,4.57808e-07
7.04,2.73818e-07,-1.78695e-08,-3.74955e-06,4.63129e-07
7.05,3.3068e-07,-1.39559e-07,-3.81165e-06,4.60368e-07
7.06,4.27174e-07,-1.48481e-07,-3.76657e-06,4.65211e-07
7.07,4.3253e-07,-1.77386e-07,-3.69924e-06,4.58464e-07
7.08,5.4048e-07,-1.44738e-07,-3.58309e-06,4.54384e-07
7.09,6.18061e-07,-1.98725e-07,-3.6099e-06,4.59059e-07
7.1,6.41936e-07,-2.59403e-07,-3.58607e-06,4.59714e-07
7.11,6.85809e-07,-3.19741e-07,-3.56473e-06,4.63891e-07
7.12,6.56631e-07,-3.11325e-07,-3.56651e-06,4.64238e-07
7.13,7.0049e-07,-3.56299e-07,-3.57705e-06,4.60396e-07
7.14,7.68364e-07,-3.45926e-07,-3.66023e-06,4.58007e-07
7.15,7.74579e-07,-3.4398e-07,-3.49255e-06,4.64861e-07
7.16,7.52166e-07,-1.57024e-07,-3.53419e-06,4.58472e-07
7.17,8.18475e-07,-1.78249e-07,-3.48212e-06,4.57246e-07
7.18,7.83987e-07,-2.05826e-07,-3.51787e-06,4.58211e-07
7.19,7.70145e-07,-2.0159e-07,-3.43285e-06,4.5962e-07
7.2,8.07263e-07,-1.73706e-07,-3.43563e-06,4.55839e-07
7.21,7.6918e-07,-1.61218e-07,-3.49151e-06,4.58127e-07
7.22,7.57913e-07,-2.29326e-07,-3.56233e-06,4.56294e-07
7.23,7.26902e-07,-2.31441e-07,-3.55628e-06,4.59864e-07
