x,y
5.70041e-05,5.02718e-05
4.86748e-05,5.57547e-05
5.00702e-05,5.71876e-05
5.70252e-05,5.02584e-05
4.86541e-05,5.57749e-05
5.00495e-05,5.72077e-05
5.70464e-05,5.02449e-05
4.86334e-05,5.5795e-05
5.00288e-05,5.72278e-05
5.70675e-05,5.02315e-05
4.86128e-05,5.58152e-05
5.00081e-05,5.7248e-05
5.70886e-05,5.0218e-05
4.85921e-05,5.58353e-05
4.99874e-05,5.72681e-05
5.71098e-05,5.02046e-05
4.85714e-05,5.58554e-05
4.99668e-05,5.72883e-05
5.71309e-05,5.01911e-05
4.85507e-05,5.58756e-05
4.99461e-05,5.73084e-05
5.7152e-05,5.01777e-05
4.853e-05,5.58957e-05
4.99254e-05,5.73285e-05
5.71732e-05,5.01643e-05
4.85093e-05,5.59159e-05
4.99047e-05,5.73487e-05
5.71943e-05,5.01508e-05
4.84887e-05,5.5936e-05
4.9884e-05,5.73688e-05
5.72154e-05,5.01374e-05
4.8468e-05,5.59561e-05
4.98634e-05,5.7389e-05
5.72366e-05,5.01239e-05
4.84473e-05,5.59763e-05
4.98427e-05,5.74091e-05
5.72577e-05,5.01105e-05
4.84266e-05,5.59964e-05
4.9822e-05,5.74292e-05
5.72788e-05,5.0097e-05
4.84059e-05,5.60166e-05
4.98013e-05,5.74494e-05
5.73e-05,5.00836e-05
4.83853e-05,5.60367e-05
4.97806e-05,5.74695e-05
5.73211e-05,5.00702e-05
4.83646e-05,5.60568e-05
4.976e-05,5.74897e-05
5.73422e-05,5.00567e-05
4.83439e-05,5.6077e-05
4.97393e-05,5.75098e-05
5.73634e-05,5.00433e-05
4.83232e-05,5.60971e-05
4.97186e-05,5.75299e-05
5.73845e-05,5.00298e-05
4.83025e-05,5.61173e-05
4.96979e-05,5.75501e-05
5.74057e-05,5.00164e-05
4.82819e-05,5.61374e-05
4.96772e-05,5.75702e-05
5.74268e-05,5.00029e-05
4.82612e-05,5.61576e-05
4.96565e-05,5.75904e-05
5.74479e-05,4.99895e-05
4.82405e-05,5.61777e-05
4.96359e-05,5.76105e-05
5.74691e-05,4.99761e-05
4.82198e-05,5.61978e-05
4.96152e-05,5.76306e-05
5.74902e-05,4.99626e-05
4.81991e-05,5.6218e-05
4.95945e-05,5.76508e-05
5.75113e-05,4.99492e-05
4.81785e-05,5.62381e-05
4.95738e-05,5.76709e-05
5.75325e-05,4.99357e-05
4.81578e-05,5.62583e-05
4.95531e-05,5.76911e-05
5.75536e-05,4.99223e-05
4.81371e-05,5.62784e-05
4.95325e-05,5.77112e-05
5.75747e-05,4.99088e-05
4.81164e-05,5.62985e-05
4.95118e-05,5.77313e-05
5.75959e-05,4.98954e-05
4.80957e-05,5.63187e-05
4.94911e-05,5.77515e-05
5.7617e-05,4.9882e-05
4.80751e-05,5.63388e-05
4.94704e-05,5.77716e-05
5.76381e-05,4.98685e-05
4.80544e-05,5.6359e-05
4.94497e-05,5.77918e-05
5.76593e-05,4.98551e-05
4.80337e-05,5.63791e-05
4.94291e-05,5.78119e-05
5.76804e-05,4.98416e-05
4.8013e-05,5.63992e-05
4.94084e-05,5.7832e-05
5.77015e-05,4.98282e-05
4.79923e-05,5.64194e-05
4.93877e-05,5.78522e-05
5.77227e-05,4.98147e-05
4.79716e-05,5.64395e-05
4.9367e-05,5.78723e-05
5.77438e-05,4.98013e-05
4.7951e-05,5.64597e-05
4.93463e-05,5.78925e-05
5.7765e-05,4.97879e-05
4.79303e-05,5.64798e-05
4.93257e-05,5.79126e-05
5.77861e-05,4.97744e-05
4.79096e-05,5.64999e-05
4.9305e-05,5.79327e-05
5.78072e-05,4.9761e-05
4.78889e-05,5.65201e-05
4.92843e-05,5.79529e-05
5.78284e-05,4.97475e-05
4.78682e-05,5.65402e-05
4.92636e-05,5.7973e-05
5.78495e-05,4.97341e-05
4.78476e-05,5.65604e-05
4.92429e-05,5.79932e-05
5.78706e-05,4.97206e-05
4.78269e-05,5.65805e-05
4.92223e-05,5.80133e-05
5.78918e-05,4.97072e-05
4.78062e-05,5.66006e-05
4.92016e-05,5.80335e-05
5.79129e-05,4.96938e-05
4.77855e-05,5.66208e-05
4.91809e-05,5.80536e-05
5.7934e-05,4.96803e-05
4.77648e-05,5.66409e-05
4.91602e-05,5.80737e-05
5.79552e-05,4.96669e-05
4.77442e-05,5.66611e-05
4.91395e-05,5.80939e-05
5.79763e-05,4.96534e-05
4.77235e-05,5.66812e-05
4.91188e-05,5.8114e-05
5.79974e-05,4.964e-05
4.77028e-05,5.67013e-05
4.90982e-05,5.81342e-05
5.80186e-05,4.96265e-05
4.76821e-05,5.67215e-05
4.90775e-05,5.81543e-05
5.80397e-05,4.96131e-05
4.76614e-05,5.67416e-05
4.90568e-05,5.81744e-05
5.80609e-05,4.95997e-05
4.76408e-05,5.67618e-05
4.90361e-05,5.81946e-05
5.8082e-05,4.95862e-05
4.76201e-05,5.67819e-05
4.90154e-05,5.82147e-05
5.81031e-05,4.95728e-05
4.75994e-05,5.6802e-05
4.89948e-05,5.82349e-05
5.81243e-05,4.95593e-05
4.75787e-05,5.68222e-05
4.89741e-05,5.8255e-05
5.81454e-05,4.95459e-05
4.7558e-05,5.68423e-05
4.89534e-05,5.82751e-05
5.81665e-05,4.95324e-05
4.75374e-05,5.68625e-05
4.89327e-05,5.82953e-05
5.81877e-05,4.9519e-05
4.75167e-05,5.68826e-05
4.8912e-05,5.83154e-05
5.82088e-05,4.95056e-05
4.7496e-05,5.69027e-05
4.88914e-05,5.83356e-05
5.82299e-05,4.94921e-05
4.74753e-05,5.69229e-05
4.88707e-05,5.83557e-05
5.82511e-05,4.94787e-05
4.74546e-05,5.6943e-05
4.885e-05,5.83758e-05
5.82722e-05,4.94652e-05
4.74339e-05,5.69632e-05
4.88293e-05,5.8396e-05
5.82933e-05,4.94518e-05
4.74133e-05,5.69833e-05
4.88086e-05,5.84161e-05
5.83145e-05,4.94383e-05
4.73926e-05,5.70034e-05
4.8788e-05,5.84363e-05
5.83356e-05,4.94249e-05
4.73719e-05,5.70236e-05
4.87673e-05,5.84564e-05
5.83567e-05,4.94115e-05
4.73512e-05,5.70437e-05
4.87466e-05,5.84765e-05
5.83779e-05,4.9398e-05
4.73305e-05,5.70639e-05
4.87259e-05,5.84967e-05
5.8399e-05,4.93846e-05
4.73099e-05,5.7084e-05
4.87052e-05,5.85168e-05
5.84202e-05,4.93711e-05
4.72892e-05,5.71042e-05
4.86846e-05,5.8537e-05
5.84413e-05,4.93577e-05
4.72685e-05,5.71243e-05
